char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm_x,training_pattern,hip_score,waist_def_score,somatotype,height_cm_y,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,elbow_circ_cm,forearm_circ_cm,wrist_circ_cm,upper_arm_length_cm,forearm_length_cm,total_arm_length_cm,upper_leg_length_cm,lower_leg_length_cm,total_leg_length_cm
char_08809,female,14,normal,0.3132,0.1783,0.3241,0.4844,0.7022,0.4604,0.4022,0.6937,0.5109,0.5747,,balanced,0.8087,0.2397,apple,157.6,38.94,106.1,112.66,127.2,69.01,33.98,36.31,28.66,24.32,16.43,23.46,20.58,44.04,37.45,37.54,74.98
char_08867,female,19,athletic_lean,0.1271,0.4254,0.2959,0.5232,0.2909,0.4395,0.585,0.285,0.2864,0.4511,,upper_dominant,0.5571,0.4588,rectangle,158.62,36.24,109.13,90.6,106.0,60.01,33.96,28.24,24.19,21.31,14.84,19.51,18.28,37.79,35.9,38.72,74.62
char_08900,female,37,athletic_hyper,0.1035,0.7938,0.2956,0.4486,0.379,0.6512,0.6313,0.3512,0.5428,0.5297,,balanced,0.3766,0.699,rectangle,160.07,36.69,100.72,88.38,107.18,62.76,34.68,29.32,25.1,23.25,15.37,20.34,20.2,40.54,38.71,39.34,78.04
char_08942,female,27,overweight,0.473,0.2213,0.2965,0.4405,0.5414,0.4915,0.4921,0.7405,0.5427,0.6684,,balanced,0.3676,0.8021,v_shape,155.48,42.93,113.41,124.65,138.75,75.75,38.3,40.18,31.39,26.5,17.65,23.19,20.15,43.34,36.6,37.5,74.08
char_08958,female,20,overweight,0.3767,0.2263,0.2995,0.313,0.3654,0.4068,0.577,0.4913,0.3281,0.277,,balanced,0.712,0.2679,apple,155.7,40.62,109.56,118.79,134.74,73.62,38.9,37.01,29.3,24.77,16.8,21.33,18.68,40.01,35.65,38.77,74.41
char_08987,female,36,athletic_hyper,0.1259,0.8064,0.4054,0.6392,0.3607,0.5285,0.6129,0.3907,0.633,0.6607,,balanced,0.6248,0.8823,rectangle,172.08,37.86,112.97,91.97,110.71,63.38,34.87,30.22,25.96,24.52,15.82,23.26,23.49,46.75,42.04,44.17,86.2
char_09019,female,18,obese,0.7013,0.1673,0.2961,0.6698,0.6679,0.4533,0.5105,0.5331,0.674,0.5648,,balanced,0.5907,0.5824,apple,158.44,49.9,142.01,153.42,167.83,89.76,42.82,41.11,34.11,30.38,19.63,21.44,21.04,42.48,36.09,37.72,73.79
char_09022,female,29,normal,0.2582,0.1301,0.2977,0.278,0.3185,0.5694,0.3078,0.578,0.5418,0.3458,,balanced,0.6849,0.4447,pear,153.05,37.14,96.81,104.49,122.38,68.36,33.05,34.95,28.01,25.03,16.44,22.06,20.15,42.21,37.72,35.05,72.76
char_09024,female,21,obese,0.8509,0.2139,0.2956,0.6695,0.416,0.6363,0.3695,0.4259,0.5242,0.3904,,balanced,0.4722,0.6299,apple,159.4,55.44,157.04,170.54,188.27,102.52,45.58,44.41,36.31,31.66,20.56,20.54,19.96,40.5,38.55,35.81,74.36
char_09081,female,38,athletic_lean,0.1194,0.4786,0.3356,0.2884,0.5884,0.3888,0.5799,0.3113,0.4344,0.3136,,balanced,0.246,0.2018,apple,158.87,35.44,92.64,89.59,102.29,58.23,34.25,28.34,24.44,22.39,15.08,21.02,20.27,41.28,37.02,40.49,77.5
char_09166,female,38,normal,0.1818,0.1838,0.3743,0.2812,0.2694,0.4784,0.3117,0.5694,0.2985,0.2781,,balanced,0.8288,0.8434,pear,160.71,35.78,96.88,95.9,115.65,64.95,32.57,33.51,26.49,22.51,15.42,23.77,20.27,44.04,39.99,38.65,78.63
char_09245,female,29,athletic_lean,0.0893,0.5186,0.3462,0.4296,0.6091,0.507,0.4834,0.5411,0.3091,0.47,,pull_dominant,0.4557,0.8615,hourglass,161.59,35.04,95.85,84.99,101.08,57.83,31.54,30.9,24.57,20.26,14.34,22.83,19.67,42.49,39.09,39.7,78.79
char_09254,female,24,obese,0.9449,0.2421,0.3342,0.3597,0.283,0.3007,0.3566,0.5751,0.583,0.3357,,balanced,0.7017,0.3283,apple,155.49,57.44,289.16,184.55,201.85,109.1,48.71,50.96,39.62,34.13,21.6,22.84,21.31,44.16,35.75,37.34,73.08
char_09298,female,20,normal,0.3157,0.2219,0.293,0.7082,0.4778,0.5951,0.4368,0.6143,0.7368,0.6857,,balanced,0.3675,0.7895,v_shape,159.0,39.68,117.81,107.92,122.5,68.02,34.12,33.8,28.32,25.99,16.91,21.95,21.42,43.37,37.81,36.6,74.41
char_09311,female,26,obese,0.7554,0.2259,0.289,0.5522,0.6068,0.5671,0.6564,0.7991,0.4991,0.5756,,balanced,0.7242,0.8942,pear,159.24,50.9,136.48,159.74,177.82,95.88,45.67,46.6,35.72,29.13,19.47,23.33,19.67,43.0,37.35,39.42,76.76
char_09340,female,34,athletic_hyper,0.1415,0.8677,0.2388,0.5334,0.5086,0.4271,0.3218,0.4084,0.6218,0.5054,,balanced,0.6323,0.8709,rectangle,148.3,38.56,112.87,94.92,113.31,65.04,32.89,33.13,27.31,25.65,16.32,19.26,19.46,38.72,33.01,32.37,65.37
char_09346,female,25,overweight,0.4265,0.2844,0.299,0.3562,0.5073,0.5119,0.6562,0.3833,0.3917,0.5857,,balanced,0.511,0.3741,rectangle,157.94,42.01,110.37,122.93,137.99,75.71,40.18,34.57,28.95,25.21,17.11,20.61,19.11,39.71,37.05,39.87,76.91
char_09382,female,21,overweight,0.5205,0.3362,0.3125,0.4198,0.2811,0.3474,0.2111,0.5111,0.2953,0.5096,,balanced,0.6235,0.8475,rectangle,152.91,45.44,129.47,132.64,149.4,81.47,38.69,41.6,32.13,26.61,17.84,21.63,18.77,40.39,35.35,34.35,69.7
char_09389,female,23,overweight,0.464,0.2632,0.3087,0.8158,0.613,0.8627,0.7306,0.913,0.8699,0.805,,balanced,0.8762,0.7503,pear,168.01,43.4,122.27,128.23,147.41,80.37,38.34,39.38,31.48,27.46,17.88,24.68,22.77,47.45,42.27,41.45,83.71
char_09390,female,28,overweight,0.4789,0.2668,0.2965,0.6144,0.4565,0.5173,0.3144,0.4666,0.3813,0.3149,,balanced,0.2451,0.505,apple,156.86,44.37,132.77,126.6,140.43,77.59,37.89,38.07,30.65,26.17,17.58,20.81,18.98,39.79,36.94,35.07,72.0
char_09406,female,20,obese,0.9222,0.1836,0.2808,0.6488,0.4188,0.3806,0.4481,0.3661,0.3488,0.4269,,balanced,0.3854,0.7586,apple,155.39,57.98,295.19,176.66,192.28,104.4,48.56,45.82,36.91,31.2,20.69,19.69,18.37,38.06,34.41,36.13,70.53
char_09408,female,25,obese,0.7424,0.2215,0.2766,0.5087,0.3588,0.4361,0.633,0.333,0.3696,0.395,,balanced,0.5929,0.8862,rectangle,156.93,51.29,144.4,157.34,174.69,94.56,46.51,41.32,33.95,29.24,19.45,19.44,18.41,37.85,35.01,38.48,73.48
char_09476,female,20,obese,0.9156,0.2785,0.2955,0.3335,0.3221,0.4937,0.3282,0.6095,0.6221,0.3461,,balanced,0.7497,0.4009,apple,152.85,55.9,144.7,182.05,201.34,109.47,47.37,50.51,39.13,33.73,21.37,22.21,20.67,42.87,36.61,35.2,71.81
char_09496,female,40,athletic_hyper,0.0918,0.8986,0.3228,0.2374,0.378,0.3455,0.4658,0.2664,0.5021,0.5374,,push_dominant,0.4118,0.5425,rectangle,154.67,37.0,95.34,87.87,104.72,60.43,33.92,30.83,26.01,24.43,15.77,20.58,20.64,41.21,35.73,38.19,73.91
char_09626,female,38,athletic_hyper,0.0906,0.72,0.292,0.6004,0.6627,0.4895,0.6492,0.5184,0.3627,0.5028,,upper_dominant,0.5773,0.6082,rectangle,159.77,36.84,107.56,87.62,102.22,58.04,33.02,31.2,25.07,21.05,14.66,21.23,18.8,40.03,36.38,39.4,75.78
char_09652,female,31,normal,0.258,0.2139,0.2333,0.6272,0.9272,0.916,0.7828,0.6704,0.8619,0.8459,,balanced,0.53,0.5103,rectangle,159.22,37.55,97.17,104.23,120.4,67.51,34.46,29.86,26.27,24.55,16.29,21.2,20.88,42.08,39.55,38.66,78.2
char_09670,female,38,overweight,0.5352,0.3047,0.2945,0.4448,0.6366,0.5463,0.5452,0.6597,0.7448,0.5813,,balanced,0.5288,0.376,apple,156.52,44.81,116.54,135.24,149.71,81.08,40.15,40.33,32.54,29.05,18.59,22.65,21.51,44.16,37.28,38.15,75.41
char_09741,female,30,athletic_hyper,0.0607,0.8183,0.2951,0.3214,0.543,0.6104,0.493,0.4002,0.4565,0.6214,,balanced,0.4002,0.7055,rectangle,156.17,35.33,91.91,83.03,102.12,59.79,31.79,29.3,24.36,21.59,14.77,20.79,19.6,40.39,38.11,37.39,75.49
char_09760,female,28,athletic_hyper,0.0965,0.9032,0.299,0.4485,0.6349,0.4935,0.3707,0.4578,0.4025,0.3349,,upper_dominant,0.5262,0.5383,hourglass,155.44,38.05,106.8,90.37,106.36,61.64,31.66,33.95,26.69,23.13,15.46,21.17,19.39,40.56,36.66,35.83,72.48
char_09767,female,20,normal,0.3047,0.2218,0.2852,0.554,0.5641,0.6638,0.3638,0.5686,0.559,0.4422,,balanced,0.833,0.3112,pear,156.79,39.12,111.74,111.81,130.03,72.02,33.88,34.2,28.03,24.83,16.54,21.47,19.98,41.45,38.45,35.26,73.7
char_09781,female,21,overweight,0.4921,0.2183,0.2199,0.4757,0.6483,0.7216,0.7468,0.451,0.5833,0.751,,balanced,0.2511,0.8434,apple,153.99,43.23,112.51,126.19,141.33,78.3,40.88,34.78,29.65,26.36,17.7,19.18,18.58,37.76,36.29,37.48,73.76
char_09797,female,19,overweight,0.5361,0.2917,0.2966,0.6376,0.6663,0.3663,0.4489,0.5445,0.4275,0.4326,,balanced,0.7069,0.4333,apple,156.8,46.07,135.79,136.95,151.03,81.12,40.01,39.71,31.68,26.75,17.95,21.41,19.32,40.73,34.93,36.87,71.79
char_09808,female,24,athletic_hyper,0.1463,0.8424,0.3033,0.8465,0.7842,0.7828,0.9338,0.9216,0.6338,0.681,,pull_dominant,0.7122,0.5814,pear,169.78,38.86,111.83,96.81,115.06,65.65,36.49,37.12,27.99,22.93,15.55,24.63,21.14,45.77,40.88,43.86,84.72
char_09825,female,38,obese,0.9724,0.2524,0.3008,0.5699,0.2699,0.5599,0.3105,0.2939,0.3387,0.5016,,balanced,0.583,0.4828,apple,157.65,60.07,292.23,187.34,206.3,112.85,48.65,46.45,37.68,32.12,21.14,19.67,18.77,38.43,37.76,35.23,72.97
char_09839,female,32,athletic_hyper,0.1161,0.8737,0.2818,0.1,0.3412,0.2835,0.0484,0.2986,0.0412,0.2205,,balanced,0.7249,0.5824,pear,143.89,37.42,100.92,93.64,113.61,65.71,32.11,35.99,27.03,22.09,15.23,19.56,16.37,35.93,33.03,30.59,63.61
char_09846,female,25,obese,0.6601,0.2994,0.2911,0.6565,0.648,0.4539,0.3596,0.3565,0.4885,0.4758,,balanced,0.4071,0.2779,apple,156.41,49.83,145.17,149.65,162.76,87.86,41.71,39.15,32.82,28.98,19.05,19.92,19.59,39.51,35.85,35.42,71.26
char_09866,female,35,normal,0.1703,0.2084,0.2497,0.4314,0.4846,0.7016,0.6512,0.4016,0.4037,0.6564,,balanced,0.5293,0.8572,hourglass,155.7,35.56,94.51,93.27,111.31,63.45,34.3,27.96,24.32,21.61,15.14,19.47,18.02,37.49,37.37,37.55,74.92
char_09870,female,19,normal,0.2295,0.235,0.2949,0.2498,0.4542,0.3725,0.2934,0.5465,0.5498,0.4699,,balanced,0.479,0.6258,rectangle,149.8,36.98,95.64,99.9,114.55,63.76,32.68,34.36,27.63,24.86,16.27,21.77,20.14,41.9,34.89,34.67,69.55
char_09892,female,27,athletic_lean,0.0692,0.5611,0.3169,0.7051,0.7851,0.9687,0.9768,0.9702,0.8885,0.8534,,upper_dominant,0.5492,0.3495,rectangle,171.62,34.89,89.69,83.99,100.08,56.92,31.59,31.46,25.11,21.72,14.64,25.55,23.11,48.65,44.11,45.26,89.36
char_09902,female,38,overweight,0.4646,0.2196,0.2927,0.2425,0.494,0.4159,0.5425,0.3251,0.2521,0.4638,,balanced,0.6186,0.4402,rectangle,153.77,42.54,110.84,127.68,143.18,78.18,40.66,35.81,29.47,25.11,17.23,20.01,17.97,37.98,35.46,37.99,73.44
char_09927,female,21,overweight,0.587,0.258,0.2937,0.317,0.3438,0.3194,0.5767,0.3887,0.617,0.6088,,balanced,0.5626,0.85,rectangle,153.29,45.95,120.2,138.78,154.03,82.91,43.06,38.74,32.41,29.54,18.94,20.58,20.56,41.14,34.17,38.47,72.63
char_09937,female,24,normal,0.3225,0.1909,0.3338,0.59,0.6373,0.4761,0.4558,0.4152,0.5564,0.3373,,balanced,0.2353,0.8355,v_shape,161.7,39.71,117.43,108.16,121.15,67.42,35.46,32.15,27.65,25.37,16.77,21.49,21.1,42.59,38.09,38.73,76.82
char_09964,female,25,overweight,0.5485,0.3147,0.2934,0.5885,0.4953,0.6608,0.4183,0.7183,0.4579,0.4254,,balanced,0.5161,0.2539,apple,158.82,46.09,131.02,137.73,153.8,84.17,39.6,42.27,32.62,26.93,18.04,22.7,19.48,42.17,38.78,36.39,75.16
char_09979,female,27,obese,0.7012,0.1637,0.2985,0.6781,0.7161,0.4688,0.7688,0.4886,0.7546,0.5653,,balanced,0.5313,0.7144,rectangle,162.12,49.62,138.78,152.16,166.24,88.89,45.32,39.25,33.63,30.7,19.72,21.26,21.66,42.91,36.45,41.37,77.82
char_10068,female,16,athletic_lean,0.0975,0.4992,0.2964,0.526,0.3023,0.5154,0.4945,0.2906,0.5906,0.4294,,balanced,0.8559,0.699,pear,158.01,35.18,104.66,87.52,107.47,60.73,32.31,26.84,23.94,23.03,15.14,19.69,20.43,40.11,36.95,37.53,74.47
char_10115,female,19,normal,0.1842,0.2011,0.295,0.4939,0.6095,0.6404,0.6063,0.3995,0.3404,0.4817,,balanced,0.2811,0.5456,v_shape,160.33,36.06,100.88,94.97,109.82,62.66,34.31,28.61,24.63,21.61,15.19,20.48,18.65,39.13,38.6,39.04,77.63
char_10120,female,17,obese,0.6222,0.2222,0.3062,0.4625,0.678,0.5556,0.4369,0.6325,0.6962,0.7369,,balanced,0.6769,0.7035,pear,156.61,46.7,122.1,144.72,161.06,86.92,40.45,41.26,33.46,29.54,19.08,22.71,21.45,44.16,37.93,37.21,75.13
char_10140,female,22,underweight,0.0288,0.1887,0.2954,0.75,0.6388,0.6037,0.45,0.6216,0.5261,0.6187,,balanced,0.4786,0.8277,hourglass,160.28,31.26,99.26,73.21,89.76,49.81,25.86,25.19,21.4,18.16,13.5,21.98,19.98,41.96,38.01,36.9,74.91
char_10146,female,23,athletic_hyper,0.1132,0.9038,0.3018,0.7283,0.5362,0.734,0.5832,0.434,0.5171,0.5066,,upper_dominant,0.769,0.4616,pear,164.49,38.88,118.69,93.72,113.32,65.64,33.4,31.31,26.06,23.42,15.6,20.92,20.26,41.18,40.09,38.94,79.01
char_10156,female,17,normal,0.2577,0.1634,0.2967,0.3805,0.5199,0.3434,0.4318,0.6151,0.6312,0.3312,,balanced,0.7743,0.6599,pear,152.76,37.46,100.86,104.05,119.56,65.25,34.09,35.06,28.16,25.35,16.52,22.26,20.76,43.02,34.61,36.64,71.24
char_10164,female,16,obese,0.7834,0.2984,0.3903,0.5325,0.3446,0.3356,0.5156,0.5384,0.6356,0.5597,,balanced,0.8045,0.8641,pear,165.62,52.89,145.66,164.16,181.86,97.15,46.36,45.42,36.62,32.28,20.46,23.91,23.02,46.93,38.8,42.15,80.94
char_10185,female,33,normal,0.2106,0.1958,0.2897,0.9704,0.9178,0.9037,0.8929,0.6724,0.9724,0.9411,,balanced,0.359,0.4213,apple,170.26,36.92,108.71,98.01,111.93,62.66,33.72,28.4,25.47,24.22,16.01,22.4,23.0,45.4,41.94,42.81,84.74
char_10206,female,22,obese,0.9558,0.1795,0.2894,0.5245,0.3525,0.2747,0.5535,0.2871,0.5747,0.3535,,balanced,0.3342,0.5567,apple,155.42,58.64,299.34,180.55,194.78,105.87,50.77,45.35,37.86,34.0,21.61,19.45,20.15,39.59,33.37,37.94,71.3
char_10251,female,21,obese,0.682,0.2343,0.2952,0.2396,0.4249,0.3583,0.4904,0.4177,0.4798,0.5396,,balanced,0.7337,0.6439,pear,152.47,48.26,125.36,152.16,169.24,91.02,44.3,41.97,33.98,29.76,19.37,20.81,19.64,40.45,34.78,37.37,72.14
char_10260,female,32,obese,0.8181,0.3023,0.3007,0.3222,0.4873,0.3119,0.6119,0.4544,0.328,0.3214,,balanced,0.5874,0.7699,rectangle,155.25,53.08,139.69,166.91,183.32,99.11,48.51,46.4,36.22,30.17,19.98,21.1,18.71,39.8,34.43,39.28,73.7
char_10276,female,19,normal,0.3232,0.212,0.2983,0.642,0.5552,0.6296,0.5211,0.5148,0.3532,0.6532,,balanced,0.441,0.2862,apple,160.97,39.77,117.38,111.3,126.0,69.98,35.64,33.1,27.38,23.33,16.19,21.27,18.84,40.1,38.58,38.02,76.59
char_10281,female,27,normal,0.3135,0.1889,0.2914,0.6593,0.6532,0.5067,0.3833,0.5559,0.6833,0.6126,,balanced,0.6026,0.573,rectangle,156.64,39.4,115.83,109.89,124.42,68.19,33.94,33.03,27.95,25.65,16.81,21.5,21.0,42.5,36.56,35.77,72.32
char_10289,female,34,obese,0.9625,0.2188,0.3012,0.5267,0.2549,0.5272,0.3289,0.2272,0.4689,0.4528,,balanced,0.4837,0.6895,apple,157.12,59.19,296.44,183.76,202.09,110.48,48.61,45.32,37.68,33.36,21.46,19.26,19.68,38.94,37.33,35.49,72.8
char_10336,female,39,athletic_hyper,0.0978,0.8717,0.2954,0.6503,0.6499,0.7647,0.622,0.4917,0.4647,0.4789,,balanced,0.3241,0.4172,v_shape,163.67,37.21,109.91,89.4,107.41,63.13,33.71,31.04,25.38,21.98,15.09,21.25,19.72,40.97,40.21,39.19,79.39
char_10337,female,20,obese,0.8641,0.2206,0.3469,0.1933,0.3525,0.1683,0.1635,0.1003,0.2014,0.0525,,balanced,0.8374,0.7313,apple,152.49,54.75,148.52,175.45,194.13,106.05,47.11,44.57,36.31,31.61,20.58,19.53,18.88,38.41,34.55,35.25,69.79
char_10374,female,33,obese,0.9516,0.2043,0.317,0.704,0.678,0.41,0.617,0.5112,0.6619,0.404,,balanced,0.3299,0.4366,apple,162.29,59.17,293.03,181.0,194.32,104.62,49.86,46.77,38.29,33.63,21.49,21.75,21.45,43.2,36.47,40.14,76.6
char_10376,female,28,underweight,0.0163,0.1132,0.294,0.3338,0.5239,0.4151,0.6338,0.6137,0.6325,0.5962,,balanced,0.3838,0.6101,v_shape,155.3,29.67,75.85,68.97,82.94,44.03,26.79,23.92,20.62,18.12,13.35,22.36,20.67,43.03,35.36,39.31,74.67
char_10453,female,27,athletic_hyper,0.1338,0.7215,0.2976,0.4734,0.4463,0.525,0.4124,0.5189,0.4051,0.7051,,lower_dominant,0.8452,0.4308,pear,155.95,36.4,102.44,94.74,115.04,65.16,33.14,32.21,25.71,22.02,15.07,21.49,19.24,40.72,37.09,36.43,73.51
char_10486,female,21,overweight,0.5687,0.2107,0.2946,0.5382,0.6261,0.5558,0.4479,0.5539,0.4599,0.3261,,balanced,0.726,0.4777,apple,157.74,46.01,130.09,140.54,157.2,85.38,40.39,40.33,32.21,27.4,18.27,21.55,19.5,41.05,37.44,36.82,74.25
char_10528,female,29,obese,0.9191,0.3167,0.2886,0.5161,0.377,0.2185,0.4136,0.4938,0.5185,0.4411,,balanced,0.3728,0.2713,apple,152.39,58.39,287.44,178.56,192.56,106.3,48.74,49.03,38.53,33.14,21.19,20.92,19.76,40.68,32.55,35.97,68.52
char_10592,female,22,overweight,0.5264,0.2737,0.282,0.6663,0.4903,0.4243,0.4526,0.7243,0.4725,0.4706,,balanced,0.3961,0.8745,rectangle,156.07,45.7,135.25,130.97,144.98,78.76,39.47,41.51,32.22,26.8,17.92,22.34,19.31,41.65,35.02,36.26,71.27
char_10596,female,24,obese,0.6131,0.2015,0.2551,0.6352,0.3352,0.5188,0.3815,0.4741,0.4526,0.5644,,balanced,0.7595,0.7518,pear,153.4,47.71,140.95,144.37,162.41,88.06,40.67,40.1,32.5,27.97,18.61,19.86,18.5,38.35,35.1,34.06,69.15
char_10629,female,29,overweight,0.368,0.3017,0.2984,0.4975,0.7117,0.666,0.5993,0.4117,0.6485,0.4798,,balanced,0.5306,0.4813,rectangle,160.4,40.84,110.13,116.91,132.68,73.63,37.58,32.4,28.22,26.19,17.16,20.81,20.9,41.71,39.12,39.11,78.21
char_10652,female,21,overweight,0.4889,0.3374,0.2952,0.3546,0.6546,0.3769,0.5007,0.6112,0.422,0.4217,,balanced,0.3837,0.2466,apple,153.7,43.92,115.59,130.01,141.95,77.02,40.13,40.78,31.62,26.4,17.66,22.18,19.26,41.43,35.01,37.52,72.52
char_10660,female,24,obese,0.7753,0.2433,0.2246,0.8385,0.6955,0.9775,0.9541,0.9665,0.7727,0.9898,,balanced,0.3965,0.4682,apple,163.33,51.63,138.59,161.25,177.52,96.05,46.47,45.79,35.69,29.42,19.62,22.99,20.08,43.07,40.01,40.62,80.62
char_10734,female,25,obese,0.8374,0.3006,0.2969,0.5219,0.2459,0.3629,0.3374,0.5459,0.283,0.4275,,balanced,0.6391,0.5578,apple,154.51,55.61,284.0,170.94,188.2,101.67,46.42,48.7,37.05,30.11,20.03,21.38,18.31,39.69,34.89,35.36,70.24
char_10754,female,26,athletic_lean,0.0841,0.4586,0.3249,0.3917,0.602,0.6495,0.5175,0.6418,0.6917,0.587,,lower_dominant,0.8112,0.7087,pear,160.45,33.47,87.46,84.86,105.93,60.01,30.85,29.52,24.34,21.94,14.74,23.27,21.87,45.14,40.08,39.22,79.29
char_10767,female,38,obese,0.6603,0.2151,0.2932,0.6951,0.4815,0.6078,0.4125,0.7025,0.7125,0.5001,,balanced,0.4981,0.53,apple,158.98,49.04,141.36,148.46,164.03,88.7,41.2,43.57,34.65,30.28,19.43,22.58,21.26,43.84,38.03,36.28,74.3
char_10793,female,29,normal,0.2662,0.1491,0.2962,0.5976,0.3629,0.4023,0.5022,0.6523,0.6629,0.4215,,balanced,0.4261,0.453,rectangle,156.96,38.02,112.52,103.62,116.48,63.96,34.47,34.88,28.2,25.44,16.58,22.31,20.98,43.29,35.36,37.59,72.94
char_10808,female,16,obese,0.914,0.1829,0.2922,0.5134,0.3728,0.536,0.2609,0.4573,0.3989,0.5609,,balanced,0.8475,0.4922,apple,154.71,56.76,289.3,182.37,202.46,110.2,46.41,47.28,37.45,31.58,20.77,20.74,19.0,39.74,37.04,34.14,71.17
char_10826,female,39,overweight,0.5076,0.1713,0.2967,0.5038,0.4707,0.629,0.4987,0.371,0.3903,0.671,,balanced,0.4545,0.518,apple,158.99,43.98,122.8,130.68,146.61,80.59,39.54,35.19,29.78,25.88,17.62,20.31,19.04,39.35,38.51,37.64,76.14
char_10851,female,26,overweight,0.4841,0.3028,0.2932,0.4199,0.5271,0.3075,0.3116,0.5319,0.6075,0.5582,,balanced,0.5699,0.5989,rectangle,150.83,43.91,119.86,128.77,142.66,77.08,37.81,39.13,31.6,28.23,18.17,21.51,20.5,42.01,33.94,34.82,68.75
char_10870,female,33,athletic_lean,0.1071,0.4779,0.2427,0.089,0.2106,0.125,0.0799,0.3696,0.2326,0.0696,,balanced,0.5811,0.751,rectangle,138.01,35.07,94.82,87.13,103.63,58.7,30.9,32.81,25.71,22.35,15.03,18.99,16.65,35.64,29.17,29.26,58.43
char_10871,female,23,overweight,0.485,0.1992,0.3102,0.6967,0.4792,0.4998,0.4133,0.6898,0.7133,0.6903,,balanced,0.8419,0.86,pear,159.17,43.96,128.81,129.23,146.32,78.87,37.5,39.11,31.6,27.99,18.12,22.93,21.67,44.6,37.33,37.06,74.38
char_10878,female,29,obese,0.8092,0.3045,0.2472,0.4956,0.4986,0.7067,0.674,0.5934,0.6405,0.7956,,balanced,0.8321,0.8358,pear,155.8,52.28,135.74,168.46,188.94,102.7,47.05,44.58,35.88,31.0,20.19,20.91,19.64,40.55,37.36,37.75,75.1
char_10886,female,39,overweight,0.5564,0.2419,0.3293,0.5167,0.5368,0.417,0.4391,0.6625,0.4737,0.3625,,balanced,0.3723,0.8538,rectangle,159.16,45.88,129.22,134.24,148.25,80.58,40.36,42.09,32.82,27.63,18.28,23.23,20.44,43.67,37.09,38.28,75.36
char_10949,female,37,overweight,0.4184,0.2852,0.2961,0.4853,0.4124,0.3586,0.629,0.3768,0.5418,0.329,,balanced,0.2919,0.6597,apple,157.37,42.44,120.93,119.14,132.07,72.37,39.99,34.92,29.5,26.91,17.55,20.33,20.09,40.42,34.8,39.31,74.11
char_10959,female,34,athletic_lean,0.0869,0.4537,0.3379,0.5283,0.3635,0.3002,0.4939,0.457,0.2283,0.4388,,upper_dominant,0.7829,0.65,pear,160.1,35.26,107.67,85.5,101.26,56.13,31.81,30.62,24.49,20.31,14.37,21.76,18.89,40.65,35.91,39.39,75.29
char_10986,female,32,obese,0.7165,0.1925,0.2137,0.8534,0.9162,0.6199,0.803,0.8427,0.886,0.8726,,balanced,0.2656,0.2535,apple,156.2,50.16,138.97,153.7,164.88,88.06,43.78,42.83,34.67,30.23,19.63,21.75,20.6,42.36,34.62,37.93,72.54
char_10999,female,38,obese,0.8576,0.2229,0.2919,0.4619,0.4358,0.4585,0.6086,0.4471,0.4064,0.7064,,balanced,0.7523,0.6687,apple,157.14,54.04,144.11,173.21,191.48,103.34,48.5,44.85,36.05,30.42,20.22,20.79,19.05,39.84,36.01,38.87,74.87
char_11002,female,35,athletic_hyper,0.0996,0.767,0.2946,0.3757,0.3783,0.5217,0.5213,0.3805,0.3502,0.6502,,push_dominant,0.446,0.5045,rectangle,156.15,36.59,98.9,88.31,105.75,61.17,33.55,30.63,25.09,21.72,14.92,20.48,18.8,39.28,36.9,37.76,74.65
char_11094,female,15,obese,0.7,0.3056,0.2938,0.6107,0.5272,0.3737,0.3107,0.4041,0.3601,0.5168,,balanced,0.7385,0.2515,apple,154.65,51.05,148.01,157.08,172.8,92.69,42.55,41.92,33.8,28.67,19.11,20.29,18.76,39.05,34.89,34.85,69.74
char_11187,female,14,normal,0.2916,0.2946,0.2955,0.6729,0.5309,0.486,0.6349,0.3942,0.3729,0.6315,,balanced,0.2707,0.7573,v_shape,160.96,39.56,119.85,105.23,118.81,66.22,36.9,30.88,26.42,23.03,15.98,20.27,18.89,39.17,36.5,39.4,75.89
char_11221,female,29,athletic_hyper,0.0959,0.7389,0.2951,0.3477,0.3601,0.3701,0.4094,0.3445,0.4407,0.6445,,lower_dominant,0.279,0.8301,v_shape,152.56,35.08,96.76,85.15,102.48,59.28,32.99,29.1,24.42,22.05,14.92,20.23,19.42,39.65,34.83,36.22,71.04
char_11259,female,29,normal,0.245,0.2625,0.2964,0.4556,0.4149,0.6335,0.4348,0.3335,0.5781,0.455,,balanced,0.4067,0.7771,rectangle,157.67,37.78,105.53,101.12,118.09,66.99,34.16,29.7,26.23,24.87,16.33,20.1,20.35,40.44,38.53,36.75,75.27
char_11278,female,15,normal,0.3076,0.2302,0.2975,0.6603,0.4035,0.3806,0.3603,0.6424,0.5504,0.5244,,balanced,0.3237,0.4857,apple,155.79,39.66,120.98,107.78,119.98,65.95,34.05,36.19,28.79,25.06,16.61,22.15,20.22,42.37,35.09,35.7,70.79
