char_id,gender,morph_key,morph_id,morph_value,height_cm,shoulder_width_cm,hip_width_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,neck_circ_cm,bicep_circ_cm,forearm_circ_cm,mid_thigh_circ_cm,calf_circ_cm,upper_arm_length_cm,forearm_length_cm,upper_leg_length_cm,lower_leg_length_cm
sens_musc_arm_08_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.8,179.01,46.82,32.72,87.08,75.42,86.45,31.14,29.03,21.9,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_len_08_f,female,neck_len,cc embed morphs/embed_torso109,0.6,181.08,47.1,32.76,87.05,75.46,86.52,30.94,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_arm_02_f,female,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.2,178.8,46.93,32.76,87.11,75.46,86.52,30.99,26.54,20.97,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_depth_01_m,male,chest_depth,cc embed morphs/embed_torso103,-0.35,179.01,46.89,32.72,83.36,75.28,86.45,31.13,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_len_01_f,female,thigh_len,cc embed morphs/embed_leg4,-0.8,160.25,47.1,33.16,87.1,75.46,86.31,30.99,25.73,20.66,49.87,28.69,26.43,24.7,28.09,46.66
sens_chest_height_07_f,female,chest_height,cc embed morphs/embed_torso112,0.4,180.77,47.1,32.76,87.24,75.46,86.52,31.01,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_len_02_f,female,lower_leg_len,cc embed morphs/embed_leg5,-0.6,164.53,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.83,28.95,26.43,24.7,45.73,33.38
sens_body_muscular_00_m,male,body_muscular,cc embed morphs/embed_full_body6,0.0,179.02,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_04_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.4,178.8,47.1,32.76,87.1,74.76,86.4,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_shoulder_00_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_04_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.4,178.8,47.1,32.76,87.2,75.43,86.49,30.89,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_neck_10_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,1.0,178.8,47.1,32.76,87.1,75.46,86.52,28.58,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_len_04_f,female,forearm_len,cc embed morphs/embed_arm5,-0.2,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.74,20.62,49.76,28.89,26.31,22.34,46.0,47.15
sens_neck_len_10_m,male,neck_len,cc embed morphs/embed_torso109,1.0,182.77,46.89,32.72,86.95,75.41,86.45,31.04,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_01_f,female,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.1,178.8,47.1,32.55,87.1,75.26,86.16,30.99,25.73,20.66,49.04,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_01_f,female,abdomen_scale,cc embed morphs/embed_torso113,-0.8,178.8,47.1,32.42,87.1,68.77,84.71,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_len_03_m,male,forearm_len,cc embed morphs/embed_arm5,-0.4,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.67,20.47,49.61,28.75,26.19,19.98,45.94,47.15
sens_hip_scale_02_m,male,hip_scale,cc embed morphs/embed_torso2,-0.04,179.01,46.89,32.43,87.02,75.13,85.83,31.14,25.64,20.57,49.33,28.75,26.43,24.68,45.93,47.15
sens_lower_leg_len_09_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.8,198.04,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.5,28.59,26.43,24.68,46.3,65.51
sens_abs_line_02_m,male,abs_line,cc embed morphs/embed_torso106,0.2,179.01,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_shoulder_01_m,male,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.1,179.01,47.0,32.72,87.02,75.42,86.45,31.13,25.6,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_back_08_m,male,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.8,179.01,46.89,32.72,86.23,72.8,86.38,31.12,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_buttocks_05_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.5,179.01,46.89,32.5,87.02,75.04,84.99,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_neck_07_m,male,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.7,179.01,46.89,32.72,87.02,75.42,86.45,29.45,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_pectoral_scale_10_m,male,pectoral_scale,cc embed morphs/embed_torso114,1.0,179.02,46.89,32.72,90.76,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_shoulder_scale_00_m,male,shoulder_scale,cc embed morphs/embed_arm101,-0.5,179.01,47.07,32.72,86.92,75.41,86.45,31.14,24.2,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_05_m,male,chest_scale,cc embed morphs/embed_torso104,0.25,180.76,47.91,32.72,91.83,75.41,86.45,31.32,25.62,20.57,49.61,28.75,26.32,24.68,45.94,47.15
sens_chest_width_10_f,female,chest_width,cc embed morphs/embed_torso105,1.0,178.8,50.25,32.76,96.53,75.47,86.52,30.99,25.68,20.66,49.76,28.89,25.96,24.7,46.0,47.15
sens_lower_leg_scale_10_f,female,lower_leg_scale,cc embed morphs/embed_leg2,1.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,36.08,26.43,24.7,46.0,47.15
sens_musc_calf_05_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.5,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,29.91,26.43,24.68,45.94,47.15
sens_skin_shoulder_09_m,male,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.9,179.01,47.05,32.72,87.02,75.42,86.45,31.11,25.25,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_neck_05_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.5,178.8,47.1,32.76,87.1,75.46,86.52,29.7,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_len_02_m,male,neck_len,cc embed morphs/embed_torso109,-0.6,176.76,46.89,32.72,87.07,75.41,86.45,31.16,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_09_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.9,179.01,46.89,30.67,87.02,73.98,84.17,31.14,25.64,20.57,43.52,28.75,26.43,24.68,45.94,47.15
sens_pectoral_height_02_m,male,pectoral_height,cc embed morphs/embed_torso115,0.2,179.02,46.89,32.72,87.21,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_baseline_f,female,baseline,,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_10_m,male,body_thin,cc embed morphs/embed_full_body5,1.0,178.78,46.5,30.57,79.07,68.39,77.77,29.05,20.23,16.38,40.72,24.51,26.67,24.58,45.7,47.18
sens_skin_chest_02_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.2,179.01,46.89,32.72,86.73,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_fat_03_f,female,body_fat,cc embed morphs/embed_full_body3,0.3,178.88,47.1,38.65,103.08,102.16,112.34,38.03,32.3,24.49,63.09,34.9,26.43,24.7,46.0,47.15
sens_musc_obliques_00_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_depth_04_f,female,chest_depth,cc embed morphs/embed_torso103,0.1,178.8,47.1,32.76,88.16,75.5,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_height_08_m,male,chest_height,cc embed morphs/embed_torso112,0.6,181.97,46.89,32.72,87.25,75.41,86.45,31.19,25.64,20.57,49.61,28.75,26.43,24.69,45.94,47.15
sens_abs_line_10_f,female,abs_line,cc embed morphs/embed_torso106,1.0,178.8,47.1,32.76,87.1,75.63,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_builder_09_m,male,body_builder,cc embed morphs/embed_full_body1,0.9,178.34,47.59,35.57,109.93,82.59,97.0,36.96,37.51,25.5,62.79,35.34,27.11,25.46,45.59,46.66
sens_skin_ribcage_06_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.6,178.8,47.1,32.76,87.1,73.68,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_01_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.8,179.01,46.81,32.72,87.01,75.41,86.45,31.14,25.64,20.49,49.61,28.75,16.66,24.48,45.94,47.15
sens_skin_arm_07_f,female,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.7,178.8,47.0,32.76,87.08,75.46,86.52,30.99,23.34,17.43,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_neck_10_m,male,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,1.0,179.01,46.89,32.72,87.02,75.42,86.45,28.82,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_02_f,female,chest_scale,cc embed morphs/embed_torso104,-0.2,177.37,46.38,32.76,83.33,75.46,86.52,30.87,25.74,20.66,49.76,28.89,26.52,24.7,46.0,47.15
sens_skin_neck_08_m,male,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.8,179.01,46.89,32.72,87.02,75.42,86.45,29.23,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_calf_10_m,male,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,23.81,26.43,24.68,45.94,47.15
sens_forearm_scale_08_f,female,forearm_scale,cc embed morphs/embed_arm2,0.6,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,24.11,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_arm_10_f,female,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,1.0,178.8,46.82,32.76,87.16,75.46,86.52,30.99,30.06,22.37,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_02_f,female,neck_scale,cc embed morphs/embed_torso110,0.2,178.8,47.1,32.76,87.1,75.46,86.52,31.82,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_04_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.2,178.8,47.04,32.76,87.09,75.46,86.52,30.99,25.73,20.64,49.76,28.89,23.99,24.64,46.0,47.15
sens_hip_love_handles_07_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.7,179.01,46.89,32.72,87.02,77.46,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_shoulder_02_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.2,179.01,46.88,32.72,87.02,75.42,86.45,31.14,25.72,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_abs_06_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.6,178.8,47.1,32.76,87.1,75.55,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_shoulder_07_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.7,178.8,47.08,32.76,87.1,75.46,86.52,30.99,26.03,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_scale_01_f,female,thigh_scale,cc embed morphs/embed_leg3,-0.8,178.8,47.1,30.59,87.0,74.66,80.62,31.02,25.72,20.63,43.52,28.94,26.43,24.7,45.8,47.15
sens_musc_calf_08_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,30.83,26.43,24.7,46.0,47.15
sens_thigh_scale_02_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.6,179.02,46.89,31.1,86.96,74.81,82.03,31.16,25.63,20.55,44.96,28.79,26.43,24.68,45.79,47.15
sens_skin_thigh_03_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.3,179.01,46.89,32.1,87.02,74.84,85.46,31.14,25.64,20.57,47.5,28.75,26.43,24.68,45.94,47.15
sens_shoulder_scale_05_f,female,shoulder_scale,cc embed morphs/embed_arm101,0.25,178.8,47.08,32.76,87.15,75.46,86.52,30.99,26.47,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_len_08_m,male,neck_len,cc embed morphs/embed_torso109,0.6,181.27,46.89,32.72,86.98,75.41,86.45,31.09,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_scale_04_m,male,neck_scale,cc embed morphs/embed_torso110,0.4,179.02,46.89,32.72,87.02,75.41,86.45,32.78,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_shoulder_06_m,male,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.6,179.01,47.06,32.72,87.02,75.42,86.45,31.12,25.38,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_ribcage_09_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.9,178.8,47.1,32.76,87.14,72.92,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_scale_07_f,female,forearm_scale,cc embed morphs/embed_arm2,0.4,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,22.95,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_a_05_f,female,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.5,178.8,47.1,32.76,88.0,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_len_01_f,female,forearm_len,cc embed morphs/embed_arm5,-0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.78,20.43,49.76,28.89,25.96,15.29,46.0,47.15
sens_skin_abs_00_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_00_m,male,abdomen_depth,cc embed morphs/embed_torso111,-1.0,179.01,46.89,32.72,87.02,74.47,86.34,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_scale_01_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-0.8,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,23.06,26.43,24.68,45.94,47.15
sens_skin_arm_02_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.2,179.01,47.06,32.72,87.02,75.42,86.45,31.14,24.94,19.64,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_chest_04_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.4,179.01,46.89,32.72,86.46,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abdomen_depth_01_f,female,abdomen_depth,cc embed morphs/embed_torso111,-0.8,178.8,47.1,32.76,87.1,74.64,86.42,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_len_08_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.6,193.28,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.53,28.64,26.43,24.68,46.21,60.92
sens_neck_scale_01_m,male,neck_scale,cc embed morphs/embed_torso110,0.1,179.02,46.89,32.72,87.02,75.41,86.45,31.55,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_back_02_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.2,179.01,46.89,32.72,87.56,75.44,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_muscular_01_m,male,body_muscular,cc embed morphs/embed_full_body6,0.1,179.02,46.92,32.91,88.31,75.76,86.82,31.48,26.11,20.67,50.26,29.18,26.43,24.68,45.94,47.15
sens_body_thin_08_m,male,body_thin,cc embed morphs/embed_full_body5,0.8,178.83,46.62,30.98,80.61,69.73,79.34,29.46,21.24,17.17,42.43,25.32,26.62,24.6,45.75,47.17
sens_skin_calf_06_f,female,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.6,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,25.88,26.43,24.7,46.0,47.15
sens_breast_prox_10_f,female,breast_prox,cc embed morphs/embed_torso101,1.0,178.8,47.1,32.76,88.81,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_len_00_f,female,neck_len,cc embed morphs/embed_torso109,-1.0,175.0,47.1,32.76,87.16,75.46,86.52,30.98,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_len_00_f,female,thigh_len,cc embed morphs/embed_leg4,-1.0,155.61,47.1,33.55,87.1,75.46,86.26,30.99,25.73,20.66,49.92,28.64,26.43,24.7,23.61,46.54
sens_skin_shoulder_05_f,female,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.5,178.8,47.03,32.76,87.1,75.46,86.52,30.97,25.51,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_len_04_f,female,thigh_len,cc embed morphs/embed_leg4,-0.2,174.16,47.1,32.78,87.1,75.46,86.47,30.99,25.73,20.66,49.78,28.84,26.43,24.7,41.52,47.03
sens_musc_chest_c_05_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.5,178.8,47.1,32.76,88.56,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_scale_00_f,female,pectoral_scale,cc embed morphs/embed_torso114,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_05_f,female,abdomen_scale,cc embed morphs/embed_torso113,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_back_06_m,male,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.6,179.01,46.89,32.72,86.33,73.42,86.4,31.12,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_scale_01_f,female,upperarm_scale,cc embed morphs/embed_arm3,-0.8,178.8,47.08,32.76,87.05,75.46,86.52,30.99,19.01,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_muscular_01_f,female,body_muscular,cc embed morphs/embed_full_body6,0.1,178.8,46.92,32.95,88.39,75.81,86.89,31.33,26.21,20.76,50.42,29.32,26.43,24.7,46.0,47.15
sens_skin_abs_06_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.6,178.8,47.1,32.76,87.1,74.53,86.37,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_thigh_05_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.5,179.01,46.89,31.69,87.02,74.51,84.93,31.14,25.64,20.57,46.14,28.75,26.43,24.68,45.94,47.15
sens_musc_thigh_08_m,male,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.8,179.01,46.89,34.2,87.02,75.51,88.96,31.14,25.64,20.57,52.95,28.75,26.43,24.68,45.94,47.15
sens_skin_back_01_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.1,178.8,47.1,32.76,86.93,75.11,86.51,30.98,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_02_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.6,179.01,46.89,32.72,87.02,74.75,86.38,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_scale_05_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_shoulder_07_m,male,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.7,179.01,47.01,32.72,87.02,75.42,86.45,31.11,25.34,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_02_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.2,179.01,46.89,32.31,87.02,75.02,85.77,31.14,25.64,20.57,48.2,28.75,26.43,24.68,45.94,47.15
sens_abdomen_depth_09_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.8,179.01,46.89,32.72,87.02,76.69,86.58,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_scale_00_m,male,hip_scale,cc embed morphs/embed_torso2,-0.3,179.0,46.89,30.59,87.02,73.23,81.78,31.15,25.64,20.56,47.51,28.75,26.43,24.68,45.89,47.15
sens_skin_back_07_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.7,178.8,47.1,32.76,86.35,73.12,86.45,30.97,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_04_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.2,179.01,46.89,32.72,87.02,75.16,86.43,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_abs_09_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.9,178.8,47.1,32.76,87.1,75.62,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_abs_07_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.7,178.8,47.1,32.76,87.1,75.57,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_scale_03_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.4,179.02,46.89,31.64,86.98,75.01,83.49,31.15,25.64,20.55,46.51,28.77,26.43,24.68,45.84,47.15
sens_musc_neck_09_m,male,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.9,179.01,46.89,32.72,87.02,75.42,86.45,31.35,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_builder_01_m,male,body_builder,cc embed morphs/embed_full_body1,0.1,179.01,47.12,33.01,89.46,76.16,87.54,31.7,26.85,21.09,50.99,29.43,26.5,24.77,45.9,47.09
sens_musc_calf_09_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.9,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,30.96,26.43,24.68,45.94,47.15
sens_skin_abs_09_m,male,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.9,179.01,46.89,32.72,87.02,74.31,86.29,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_obliques_06_f,female,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.6,178.8,47.1,32.76,87.1,75.61,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_scale_04_f,female,lower_leg_scale,cc embed morphs/embed_leg2,-0.2,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,27.46,26.43,24.7,46.0,47.15
sens_body_thin_04_f,female,body_thin,cc embed morphs/embed_full_body5,0.4,178.72,46.68,31.8,83.83,72.55,82.78,30.16,23.45,18.91,46.08,27.13,26.53,24.66,45.9,47.16
sens_body_thin_09_m,male,body_thin,cc embed morphs/embed_full_body5,0.9,178.81,46.54,30.77,79.84,69.06,78.55,29.25,20.73,16.77,41.57,24.91,26.65,24.59,45.72,47.17
sens_breast_scale_00_f,female,breast_scale,cc embed morphs/embed_torso102,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_len_04_m,male,forearm_len,cc embed morphs/embed_arm5,-0.2,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.65,20.53,49.61,28.75,26.31,22.33,45.94,47.15
sens_neck_len_07_f,female,neck_len,cc embed morphs/embed_torso109,0.4,180.32,47.1,32.76,87.07,75.46,86.52,30.96,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_back_10_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,1.0,178.8,47.1,32.76,86.26,72.22,86.44,30.97,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_muscular_07_m,male,body_muscular,cc embed morphs/embed_full_body6,0.7,179.02,47.04,34.04,96.53,77.88,89.09,33.77,29.13,21.29,54.33,31.83,26.43,24.68,45.94,47.15
sens_chest_depth_04_m,male,chest_depth,cc embed morphs/embed_torso103,0.1,179.01,46.89,32.72,88.09,75.46,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_thigh_05_m,male,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.5,179.01,46.89,33.56,87.02,75.46,87.99,31.14,25.64,20.57,51.64,28.75,26.43,24.68,45.94,47.15
sens_body_fat_07_f,female,body_fat,cc embed morphs/embed_full_body3,0.7,178.99,47.02,38.56,124.53,138.86,148.48,48.55,41.28,29.66,81.93,43.25,26.43,24.7,46.0,47.15
sens_chest_scale_06_f,female,chest_scale,cc embed morphs/embed_torso104,0.4,181.57,48.54,32.76,94.85,75.45,86.52,31.22,25.7,20.66,49.76,28.89,26.26,24.7,46.0,47.15
sens_chest_width_08_f,female,chest_width,cc embed morphs/embed_torso105,0.7,178.84,49.3,32.76,93.67,75.47,86.52,30.99,25.7,20.66,49.76,28.89,26.1,24.7,46.0,47.15
sens_musc_back_00_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.0,178.8,47.1,32.76,87.09,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_07_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.7,178.8,47.1,32.76,87.36,75.49,86.53,30.83,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_shoulder_scale_09_f,female,shoulder_scale,cc embed morphs/embed_arm101,0.85,178.8,47.03,32.76,87.28,75.46,86.52,30.99,28.29,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abs_line_07_f,female,abs_line,cc embed morphs/embed_torso106,0.7,178.8,47.1,32.76,87.1,75.52,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
