char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,somatotype
char_05710,female,26,overweight,0.5475,0.2431,0.2415,0.4637,0.6521,0.5046,0.3521,0.5546,0.3731,0.362,,balanced,0.7341,0.6489,pear
char_05711,female,34,overweight,0.4498,0.2031,0.3121,0.6501,0.4411,0.6236,0.5229,0.3501,0.6037,0.3835,,balanced,0.2487,0.7002,rectangle
char_05712,female,25,athletic_lean,0.1284,0.6217,0.2284,0.3957,0.3574,0.3684,0.3354,0.3849,0.6285,0.3285,,push_dominant,0.7899,0.5127,pear
char_05713,female,14,normal,0.2029,0.1895,0.3457,0.5194,0.4776,0.3633,0.6066,0.3438,0.4033,0.3066,,balanced,0.6733,0.4032,pear
char_05714,female,24,overweight,0.523,0.1741,0.2811,0.5031,0.3483,0.514,0.6483,0.6321,0.5024,0.3589,,balanced,0.4228,0.6274,rectangle
char_05715,female,32,normal,0.2595,0.2751,0.3629,0.1373,0.1517,0.1239,0.1285,0.3354,0.1649,0.4239,,balanced,0.4146,0.6117,rectangle
char_05716,female,40,normal,0.3022,0.1875,0.3381,0.4291,0.3266,0.5934,0.5772,0.2935,0.3019,0.2934,,balanced,0.6729,0.7602,pear
char_05717,female,35,overweight,0.3969,0.2688,0.3571,0.6086,0.4199,0.3987,0.4283,0.6417,0.4341,0.3417,,balanced,0.298,0.551,rectangle
char_05718,female,26,obese,0.8866,0.2586,0.3472,0.3638,0.2777,0.5777,0.4198,0.5138,0.3484,0.2885,,balanced,0.4154,0.6091,apple
char_05719,female,18,overweight,0.3905,0.2303,0.2976,0.6653,0.6753,0.7128,0.7222,0.4469,0.4432,0.4222,,balanced,0.6507,0.5675,pear
char_05720,female,36,overweight,0.4603,0.2156,0.2867,0.5031,0.5429,0.3519,0.2429,0.4548,0.2572,0.4682,,balanced,0.4232,0.5769,rectangle
char_05721,female,38,obese,0.8539,0.1953,0.2778,0.4686,0.3972,0.5805,0.4309,0.5498,0.6972,0.5337,,balanced,0.3812,0.7088,apple
char_05722,female,39,overweight,0.5173,0.1694,0.3315,0.6532,0.6432,0.6056,0.4014,0.5122,0.3532,0.4817,,balanced,0.6158,0.7529,pear
char_05723,female,39,athletic_lean,0.0779,0.425,0.2328,0.4582,0.2688,0.1699,0.3884,0.1582,0.3864,0.3867,,balanced,0.6109,0.7693,pear
char_05724,female,37,underweight,0.0974,0.0591,0.328,0.6428,0.3988,0.4104,0.4451,0.6988,0.6027,0.6782,,balanced,0.582,0.6503,pear
char_05725,female,25,normal,0.3287,0.1552,0.2567,0.5508,0.3776,0.6589,0.4018,0.3589,0.5279,0.397,,balanced,0.7143,0.7281,pear
char_05726,female,24,obese,0.639,0.2886,0.2785,0.5743,0.491,0.599,0.3476,0.6373,0.5246,0.6476,,balanced,0.5074,0.5544,apple
char_05727,female,24,overweight,0.5075,0.3033,0.3444,0.4041,0.2551,0.4314,0.4227,0.5551,0.3391,0.2806,,balanced,0.5025,0.4104,rectangle
char_05728,female,28,obese,0.7899,0.2257,0.3418,0.5131,0.2736,0.2818,0.5736,0.2994,0.4583,0.4519,,balanced,0.5998,0.537,apple
char_05729,female,38,athletic_lean,0.0697,0.4688,0.3199,0.5395,0.4609,0.4542,0.6165,0.4926,0.3834,0.3165,,balanced,0.4409,0.6612,rectangle
char_05730,female,21,normal,0.3018,0.1503,0.2449,0.6403,0.4499,0.4881,0.3403,0.3431,0.6225,0.6039,,balanced,0.5875,0.8403,pear
char_05731,female,16,underweight,0.1439,0.0672,0.2016,0.7353,0.5943,0.7129,0.4892,0.7284,0.7229,0.7892,,balanced,0.4271,0.6796,rectangle
char_05732,female,40,normal,0.2405,0.1689,0.3053,0.8345,0.6791,0.5405,0.5345,0.5931,0.6776,0.8152,,balanced,0.2852,0.3623,rectangle
char_05733,female,34,athletic_hyper,0.1216,0.9086,0.2365,0.5891,0.6056,0.5509,0.5426,0.4112,0.3837,0.6837,,balanced,0.4965,0.737,rectangle
char_05734,female,20,normal,0.2819,0.1283,0.3167,0.4157,0.3764,0.3137,0.5086,0.3503,0.5017,0.6137,,balanced,0.4165,0.7576,rectangle
char_05735,female,19,normal,0.2182,0.2777,0.2157,0.3578,0.4125,0.5055,0.2615,0.3721,0.4805,0.2055,,balanced,0.7675,0.5319,pear
char_05736,female,33,athletic_lean,0.1105,0.4841,0.3843,0.5697,0.6113,0.3779,0.51,0.3113,0.497,0.4492,,balanced,0.3684,0.2682,rectangle
char_05737,female,40,normal,0.2433,0.209,0.2247,0.3762,0.2838,0.5838,0.3907,0.382,0.3303,0.5759,,balanced,0.8317,0.426,pear
char_05738,female,30,athletic_hyper,0.105,0.705,0.2691,0.4682,0.2476,0.3543,0.5476,0.3939,0.4454,0.5013,,upper_dominant,0.7166,0.4203,rectangle
char_05739,female,26,overweight,0.455,0.2223,0.225,0.6468,0.6563,0.4863,0.3596,0.563,0.6596,0.4514,,balanced,0.7032,0.5726,pear
char_05740,female,27,normal,0.3072,0.1847,0.256,0.451,0.4449,0.6223,0.4102,0.5973,0.3448,0.3223,,balanced,0.6587,0.8686,pear
char_05741,female,24,overweight,0.4469,0.2778,0.2185,0.3175,0.2829,0.3096,0.3375,0.3447,0.4576,0.5829,,balanced,0.3138,0.7095,rectangle
char_05742,female,15,obese,0.7,0.2355,0.4193,0.7177,0.4695,0.4979,0.4177,0.6922,0.6928,0.6904,,balanced,0.3594,0.4801,apple
char_05743,female,29,overweight,0.432,0.2882,0.2257,0.5658,0.4391,0.3978,0.2658,0.5516,0.4268,0.3734,,balanced,0.4897,0.6024,rectangle
char_05744,female,25,athletic_hyper,0.087,0.796,0.2718,0.6591,0.3591,0.6132,0.4311,0.3646,0.6378,0.3747,,push_dominant,0.8569,0.5064,rectangle
char_05745,female,39,normal,0.2539,0.1885,0.2873,0.4418,0.62,0.4019,0.3841,0.4249,0.32,0.5603,,balanced,0.2235,0.6796,rectangle
char_05746,female,31,obese,0.7067,0.2945,0.2435,0.293,0.2901,0.2867,0.379,0.2567,0.4607,0.5567,,balanced,0.5197,0.4301,apple
char_05747,female,34,athletic_hyper,0.1287,0.9537,0.3169,0.4642,0.6383,0.6869,0.7642,0.4768,0.618,0.7186,,pull_dominant,0.2752,0.539,v_shape
char_05748,female,39,overweight,0.4721,0.2428,0.4639,0.5958,0.3942,0.4398,0.3899,0.5862,0.4856,0.6899,,balanced,0.6663,0.4341,pear
char_05749,female,24,underweight,0.1197,0.1033,0.223,0.3586,0.5238,0.4968,0.6251,0.3589,0.3251,0.5389,,balanced,0.2588,0.6932,rectangle
char_05750,female,16,normal,0.3033,0.2447,0.3773,0.5049,0.4264,0.4028,0.5118,0.3367,0.3765,0.6367,,balanced,0.3925,0.3647,rectangle
char_05751,female,20,athletic_lean,0.1407,0.5138,0.2291,0.5884,0.4581,0.6583,0.5521,0.662,0.362,0.5933,,balanced,0.4541,0.484,rectangle
char_05752,female,17,athletic_lean,0.0675,0.488,0.2824,0.3098,0.4915,0.6098,0.3367,0.5158,0.493,0.3155,,balanced,0.3956,0.4003,rectangle
char_05753,female,27,normal,0.2694,0.2012,0.2885,0.6284,0.411,0.5797,0.5296,0.3796,0.6796,0.5426,,balanced,0.6505,0.6356,pear
char_05754,female,23,obese,0.7708,0.2134,0.351,0.597,0.3648,0.5697,0.4876,0.4667,0.297,0.5752,,balanced,0.8069,0.3654,apple
char_05755,female,36,overweight,0.4233,0.3032,0.3582,0.68,0.553,0.4435,0.6331,0.38,0.5645,0.6336,,balanced,0.3268,0.6498,rectangle
char_05756,female,19,overweight,0.5405,0.1867,0.2853,0.5823,0.3678,0.4831,0.5637,0.3078,0.6078,0.3578,,balanced,0.3944,0.4082,apple
char_05757,female,22,overweight,0.4112,0.2468,0.2142,0.3286,0.3237,0.6237,0.547,0.4196,0.5583,0.3968,,balanced,0.7951,0.5461,pear
char_05758,female,27,athletic_lean,0.0765,0.5884,0.3718,0.5545,0.3533,0.6,0.3,0.4483,0.3911,0.5673,,balanced,0.5887,0.4078,pear
char_05759,female,27,normal,0.3019,0.1298,0.2436,0.347,0.6093,0.4493,0.6185,0.5904,0.3857,0.3185,,balanced,0.5297,0.5879,rectangle
char_05760,female,18,athletic_lean,0.0626,0.6004,0.3402,0.4289,0.4306,0.4591,0.568,0.5944,0.4588,0.7289,,lower_dominant,0.7216,0.7939,pear
char_05761,female,32,normal,0.3069,0.2389,0.2698,0.7574,0.4574,0.6409,0.7272,0.6589,0.6747,0.5767,,balanced,0.6459,0.3134,pear
char_05762,female,25,overweight,0.5015,0.2135,0.2347,0.7427,0.4944,0.4427,0.6978,0.5418,0.5559,0.6922,,balanced,0.5611,0.4163,rectangle
char_05763,female,19,obese,0.8239,0.2318,0.3308,0.2941,0.2044,0.3279,0.4145,0.5044,0.2327,0.2655,,balanced,0.7464,0.5429,apple
char_05764,female,28,overweight,0.4055,0.2519,0.2784,0.6014,0.5089,0.7964,0.6722,0.6968,0.5249,0.7529,,balanced,0.3901,0.3279,rectangle
char_05765,female,38,obese,0.7615,0.2402,0.265,0.5972,0.5383,0.6831,0.6175,0.5426,0.4107,0.3831,,balanced,0.3833,0.691,apple
char_05766,female,39,normal,0.2941,0.1731,0.2665,0.495,0.7795,0.513,0.6361,0.795,0.7164,0.7168,,balanced,0.4105,0.6759,rectangle
char_05767,female,37,overweight,0.5376,0.2187,0.2962,0.538,0.7038,0.6618,0.4802,0.4516,0.4038,0.5667,,balanced,0.3287,0.3346,apple
char_05768,female,23,overweight,0.4362,0.2885,0.3643,0.5025,0.6759,0.6107,0.4386,0.3759,0.6297,0.4214,,balanced,0.714,0.4818,pear
char_05769,female,20,obese,0.6659,0.2025,0.2637,0.6201,0.3531,0.3834,0.6171,0.5412,0.6531,0.5562,,balanced,0.2712,0.3392,apple
char_05770,female,18,obese,0.8654,0.2244,0.2557,0.623,0.4106,0.6865,0.4689,0.5186,0.6063,0.7106,,balanced,0.5184,0.5191,apple
char_05771,female,24,normal,0.3337,0.1722,0.2408,0.2863,0.3634,0.5811,0.5863,0.5021,0.4242,0.4561,,balanced,0.5229,0.6894,rectangle
char_05772,female,30,normal,0.2945,0.2235,0.3268,0.5101,0.3589,0.3169,0.3648,0.3328,0.6169,0.4913,,balanced,0.8555,0.5436,pear
char_05773,female,40,obese,0.6785,0.1928,0.3417,0.6008,0.4,0.5204,0.5538,0.5819,0.4896,0.3008,,balanced,0.5042,0.6445,apple
char_05774,female,25,overweight,0.4806,0.2266,0.3581,0.4488,0.5792,0.594,0.496,0.294,0.3728,0.5647,,balanced,0.3028,0.4988,apple
char_05775,female,16,normal,0.2319,0.2207,0.332,0.4972,0.6125,0.6457,0.3457,0.4769,0.4823,0.5823,,balanced,0.5434,0.386,rectangle
char_05776,female,35,obese,0.8902,0.1974,0.2656,0.342,0.5201,0.5008,0.5962,0.2962,0.5849,0.4865,,balanced,0.3209,0.482,apple
char_05777,female,19,overweight,0.5828,0.2944,0.2749,0.6544,0.3743,0.6743,0.4381,0.5271,0.6156,0.4706,,balanced,0.5178,0.3673,apple
char_05778,female,27,athletic_hyper,0.1385,0.7972,0.2498,0.3388,0.6135,0.6388,0.4372,0.5009,0.5057,0.5304,,balanced,0.3774,0.4054,v_shape
char_05779,female,20,obese,0.8471,0.1852,0.2347,0.6034,0.7768,0.5656,0.7167,0.6998,0.4854,0.4768,,balanced,0.5006,0.6432,apple
char_05780,female,34,overweight,0.4977,0.1923,0.2448,0.7029,0.4224,0.7224,0.5564,0.5059,0.7057,0.4488,,balanced,0.7581,0.3123,pear
char_05781,female,32,normal,0.21,0.2138,0.3108,0.6534,0.5497,0.5314,0.3662,0.3534,0.4601,0.5313,,balanced,0.5089,0.5386,rectangle
char_05782,female,29,athletic_lean,0.0945,0.4941,0.2807,0.3719,0.2945,0.2992,0.4444,0.5912,0.4507,0.5945,,balanced,0.6508,0.4386,pear
char_05783,female,40,normal,0.1953,0.1873,0.3706,0.4522,0.7092,0.4881,0.536,0.6497,0.747,0.447,,balanced,0.6823,0.5093,pear
char_05784,female,20,athletic_lean,0.0624,0.4202,0.3197,0.6021,0.704,0.5927,0.4518,0.4172,0.7062,0.7172,,upper_dominant,0.6869,0.7048,pear
char_05785,female,20,athletic_hyper,0.1073,0.9731,0.2433,0.637,0.4253,0.5745,0.3787,0.5162,0.4607,0.6787,,balanced,0.6229,0.3973,rectangle
char_05786,female,26,normal,0.2956,0.1404,0.3993,0.474,0.4306,0.6293,0.3332,0.6332,0.3655,0.4683,,balanced,0.5302,0.6292,rectangle
char_05787,female,39,normal,0.2456,0.266,0.2707,0.1735,0.3081,0.3138,0.3787,0.4459,0.4735,0.321,,balanced,0.8068,0.6921,pear
char_05788,female,21,normal,0.2092,0.1719,0.4056,0.719,0.4233,0.419,0.6585,0.4621,0.6006,0.4632,,balanced,0.5241,0.2957,rectangle
char_05789,female,40,overweight,0.43,0.2475,0.2749,0.3376,0.5461,0.3427,0.6376,0.5327,0.5255,0.5852,,balanced,0.3435,0.4212,rectangle
char_05790,female,21,athletic_hyper,0.1242,0.8623,0.2542,0.4726,0.5064,0.3754,0.5134,0.4861,0.4375,0.6754,,lower_dominant,0.4658,0.5673,rectangle
char_05791,female,33,overweight,0.5114,0.198,0.2829,0.32,0.4738,0.62,0.4761,0.5865,0.5291,0.4818,,balanced,0.5042,0.4815,rectangle
char_05792,female,31,normal,0.2876,0.1668,0.3641,0.5623,0.4957,0.5327,0.5884,0.4809,0.6821,0.7809,,balanced,0.3432,0.5152,rectangle
char_05793,female,35,athletic_lean,0.0601,0.5224,0.3562,0.4576,0.6883,0.6116,0.3883,0.6628,0.4174,0.4969,,upper_dominant,0.3779,0.7585,rectangle
char_05794,female,15,normal,0.2127,0.2051,0.2419,0.3686,0.6686,0.5523,0.5955,0.3991,0.6517,0.6563,,balanced,0.4216,0.2807,rectangle
char_05795,female,37,underweight,0.0949,0.0837,0.3756,0.4937,0.5798,0.513,0.5002,0.4077,0.299,0.2798,,balanced,0.464,0.54,rectangle
char_05796,female,32,normal,0.2666,0.1824,0.2176,0.6107,0.3126,0.4701,0.6126,0.45,0.3785,0.4498,,balanced,0.7798,0.4878,pear
char_05797,female,23,normal,0.2219,0.2523,0.4161,0.3232,0.4883,0.4253,0.5957,0.2957,0.5858,0.5505,,balanced,0.412,0.3829,rectangle
char_05798,female,23,normal,0.2652,0.1653,0.2886,0.6283,0.6927,0.4105,0.4116,0.6085,0.3933,0.3927,,balanced,0.8158,0.7418,pear
char_05799,female,31,athletic_hyper,0.1209,0.7138,0.2504,0.5307,0.5555,0.6429,0.4123,0.3429,0.6213,0.6306,,balanced,0.6222,0.5921,rectangle
char_05800,female,34,overweight,0.5764,0.3193,0.352,0.84,0.8276,0.7593,0.5745,0.8657,0.8745,0.8038,,balanced,0.817,0.7287,pear
char_05801,female,18,athletic_lean,0.0929,0.4286,0.272,0.5507,0.5753,0.4994,0.6502,0.3502,0.5741,0.4388,,balanced,0.8099,0.5904,pear
char_05802,female,27,athletic_hyper,0.1236,0.929,0.3521,0.7152,0.4312,0.6019,0.6833,0.4152,0.5409,0.6552,,push_dominant,0.443,0.7315,v_shape
char_05803,female,26,athletic_lean,0.1349,0.5049,0.2662,0.6073,0.5078,0.629,0.6364,0.4614,0.6592,0.3592,,balanced,0.3259,0.5686,rectangle
char_05804,female,26,overweight,0.4325,0.2918,0.3209,0.5656,0.4949,0.5574,0.2656,0.5618,0.5143,0.3184,,balanced,0.6,0.4191,pear
char_05805,female,27,athletic_hyper,0.0876,0.97,0.2838,0.5047,0.2047,0.3178,0.4863,0.4583,0.2499,0.4582,,lower_dominant,0.511,0.5399,rectangle
char_05806,female,20,athletic_hyper,0.1147,0.9383,0.2321,0.3563,0.5168,0.364,0.6246,0.5663,0.6563,0.4125,,balanced,0.6954,0.4477,rectangle
char_05807,female,22,normal,0.2137,0.1151,0.2412,0.5091,0.345,0.368,0.645,0.5058,0.4122,0.625,,balanced,0.3028,0.5755,rectangle
char_05808,female,33,normal,0.2549,0.2857,0.301,0.5677,0.5351,0.7717,0.6656,0.4994,0.7994,0.7579,,balanced,0.7698,0.4491,pear
char_05809,female,20,athletic_hyper,0.0977,0.6788,0.2662,0.697,0.6353,0.5301,0.4277,0.707,0.5183,0.407,,upper_dominant,0.3764,0.2856,v_shape
char_05810,female,14,overweight,0.4145,0.1936,0.2904,0.6311,0.5742,0.5069,0.3311,0.3785,0.6117,0.5826,,balanced,0.6832,0.5845,pear
char_05811,female,37,athletic_lean,0.1221,0.4404,0.3811,0.682,0.8711,0.7482,0.8376,0.6544,0.5711,0.8244,,upper_dominant,0.3836,0.6471,rectangle
char_05812,female,21,athletic_lean,0.1167,0.4896,0.2281,0.507,0.3703,0.6365,0.6524,0.4905,0.5063,0.6703,,lower_dominant,0.4672,0.604,rectangle
char_05813,female,14,normal,0.277,0.1669,0.3743,0.4356,0.7356,0.4373,0.5189,0.7117,0.5223,0.6126,,balanced,0.6137,0.7959,pear
char_05814,female,36,normal,0.238,0.2071,0.2873,0.4712,0.5258,0.6585,0.497,0.5342,0.3585,0.4615,,balanced,0.4023,0.2901,rectangle
char_05815,female,26,overweight,0.4824,0.2696,0.2606,0.6101,0.3481,0.6481,0.6321,0.577,0.5508,0.3916,,balanced,0.4726,0.8441,rectangle
char_05816,female,19,overweight,0.5062,0.1835,0.2127,0.3814,0.4908,0.6524,0.3524,0.5974,0.364,0.6077,,balanced,0.5702,0.7256,rectangle
char_05817,female,15,normal,0.1946,0.196,0.3509,0.3903,0.4529,0.4511,0.619,0.4407,0.6903,0.6525,,balanced,0.5463,0.4088,rectangle
char_05818,female,28,normal,0.2237,0.1754,0.4378,0.6339,0.4684,0.4601,0.5656,0.5974,0.4994,0.3339,,balanced,0.8196,0.6946,pear
char_05819,female,26,overweight,0.4478,0.2513,0.2867,0.5442,0.4467,0.286,0.4423,0.336,0.2442,0.3132,,balanced,0.5457,0.5421,rectangle
char_05820,female,39,athletic_lean,0.0969,0.4525,0.2574,0.5017,0.4023,0.3157,0.2309,0.5309,0.4026,0.4266,,push_dominant,0.3019,0.4911,rectangle
char_05821,female,31,obese,0.7357,0.2357,0.2206,0.3094,0.5323,0.5592,0.5802,0.6094,0.3526,0.5176,,balanced,0.6027,0.384,apple
char_05822,female,14,overweight,0.5306,0.2113,0.3054,0.617,0.54,0.5882,0.6771,0.4084,0.3771,0.5473,,balanced,0.4918,0.4892,rectangle
char_05823,female,26,normal,0.2561,0.1353,0.292,0.6505,0.4679,0.3505,0.6214,0.4424,0.4924,0.5023,,balanced,0.4378,0.5077,rectangle
char_05824,female,15,normal,0.3066,0.2541,0.3188,0.3574,0.3697,0.4716,0.6156,0.57,0.5583,0.3156,,balanced,0.5134,0.5375,rectangle
char_05825,female,26,normal,0.2413,0.1937,0.2989,0.659,0.5055,0.3895,0.4082,0.4759,0.6895,0.54,,balanced,0.4448,0.4868,rectangle
char_05826,female,29,overweight,0.4312,0.2348,0.2959,0.4766,0.7094,0.4371,0.4094,0.6042,0.4315,0.6843,,balanced,0.5838,0.2995,rectangle
char_05827,female,19,overweight,0.4918,0.304,0.3601,0.3976,0.603,0.4311,0.5524,0.303,0.5884,0.3965,,balanced,0.5729,0.6571,rectangle
char_05828,female,28,underweight,0.122,0.0837,0.3154,0.3615,0.4625,0.4813,0.423,0.3314,0.1813,0.3408,,balanced,0.8278,0.7915,pear
char_05829,female,15,overweight,0.4353,0.2152,0.4139,0.4034,0.4141,0.4488,0.5547,0.5475,0.3735,0.6735,,balanced,0.7891,0.5039,pear
char_05830,female,39,normal,0.2331,0.248,0.4059,0.4455,0.4743,0.362,0.5212,0.4047,0.6546,0.662,,balanced,0.4006,0.7997,rectangle
char_05831,female,32,overweight,0.5787,0.2816,0.3127,0.4151,0.4635,0.3613,0.5222,0.3825,0.3767,0.6613,,balanced,0.4549,0.5719,apple
char_05832,female,19,underweight,0.0821,0.0417,0.2031,0.4228,0.4546,0.4849,0.641,0.5022,0.6834,0.3834,,balanced,0.5503,0.6144,rectangle
char_05833,female,25,athletic_lean,0.0963,0.4107,0.4187,0.3532,0.5474,0.605,0.5925,0.3866,0.6532,0.5498,,balanced,0.7296,0.6959,pear
char_05834,female,36,obese,0.7333,0.2633,0.2505,0.4361,0.6209,0.6536,0.4959,0.4081,0.5567,0.3536,,balanced,0.5325,0.3699,apple
char_05835,female,34,underweight,0.0541,0.1021,0.3779,0.4558,0.6286,0.5042,0.3361,0.3471,0.3286,0.5185,,balanced,0.6452,0.535,pear
char_05836,female,37,athletic_lean,0.1089,0.5055,0.2769,0.3655,0.6655,0.3935,0.5256,0.4463,0.6165,0.5634,,balanced,0.5262,0.6368,rectangle
char_05837,female,30,obese,0.9187,0.2253,0.3361,0.6867,0.3867,0.626,0.399,0.4764,0.4569,0.4861,,balanced,0.2629,0.4012,apple
char_05838,female,33,overweight,0.4953,0.2209,0.3232,0.4007,0.3945,0.2593,0.5212,0.5593,0.5324,0.4977,,balanced,0.7947,0.3367,pear
char_05839,female,20,underweight,0.0625,0.0854,0.3139,0.4858,0.4392,0.5712,0.6522,0.3522,0.5541,0.6125,,balanced,0.387,0.66,rectangle
char_05840,female,29,underweight,0.0668,0.0848,0.3336,0.3102,0.4241,0.3175,0.5386,0.2781,0.2386,0.4788,,balanced,0.5097,0.6585,rectangle
char_05841,female,25,obese,0.9128,0.2847,0.2949,0.5415,0.5991,0.6537,0.5651,0.5372,0.8372,0.6302,,balanced,0.65,0.3587,apple
char_05842,female,29,normal,0.2009,0.2294,0.3829,0.5549,0.3455,0.276,0.5606,0.4019,0.2606,0.4421,,balanced,0.5332,0.6187,rectangle
char_05843,female,16,underweight,0.0941,0.1222,0.2445,0.4589,0.4152,0.6453,0.6825,0.6479,0.3825,0.4393,,balanced,0.4747,0.3435,rectangle
char_05844,female,19,normal,0.248,0.2325,0.2872,0.4781,0.6883,0.4831,0.4603,0.7088,0.4088,0.677,,balanced,0.4725,0.8064,rectangle
char_05845,female,32,overweight,0.4596,0.292,0.2838,0.4301,0.6185,0.6432,0.5852,0.6554,0.3554,0.6496,,balanced,0.7517,0.2698,pear
char_05846,female,18,normal,0.3056,0.2171,0.3133,0.4347,0.4946,0.4883,0.337,0.637,0.438,0.5077,,balanced,0.6087,0.8223,pear
char_05847,female,17,normal,0.1947,0.2643,0.2709,0.599,0.5979,0.4152,0.3175,0.6175,0.4503,0.3956,,balanced,0.747,0.5492,pear
char_05848,female,37,normal,0.2409,0.1963,0.3752,0.6065,0.3221,0.3122,0.4989,0.3065,0.4046,0.3688,,balanced,0.487,0.6236,rectangle
char_05849,female,29,overweight,0.5141,0.2194,0.3032,0.3846,0.4162,0.5475,0.6828,0.5194,0.6846,0.6605,,balanced,0.3569,0.5628,apple
char_05850,female,21,underweight,0.1065,0.0358,0.2838,0.4824,0.3886,0.5805,0.55,0.5708,0.6886,0.5089,,balanced,0.4725,0.4341,rectangle
char_05851,female,28,athletic_lean,0.0866,0.4606,0.4283,0.4871,0.3819,0.4474,0.5459,0.5429,0.6819,0.5984,,balanced,0.5387,0.3733,rectangle
char_05852,female,19,normal,0.2874,0.2256,0.3609,0.5329,0.3112,0.608,0.5791,0.4402,0.3159,0.6112,,balanced,0.3425,0.3936,rectangle
char_05853,female,37,athletic_lean,0.1219,0.5782,0.356,0.4468,0.6105,0.6613,0.5742,0.6324,0.7468,0.7216,,upper_dominant,0.8651,0.7991,pear
char_05854,female,36,obese,0.8964,0.2793,0.3064,0.473,0.5913,0.5453,0.6837,0.3837,0.5789,0.6832,,balanced,0.256,0.8765,apple
char_05855,female,19,overweight,0.4652,0.2169,0.3689,0.5396,0.3986,0.4507,0.4239,0.2396,0.4973,0.3951,,balanced,0.6813,0.2156,rectangle
char_05856,female,14,overweight,0.4383,0.1992,0.205,0.5472,0.5217,0.4978,0.2472,0.3187,0.3945,0.2538,,balanced,0.7413,0.6345,pear
char_05857,female,37,overweight,0.5665,0.252,0.3489,0.4681,0.6805,0.4533,0.5138,0.6802,0.3805,0.5641,,balanced,0.5286,0.2387,apple
char_05858,female,24,athletic_hyper,0.1199,0.8073,0.3147,0.3836,0.6175,0.6836,0.3973,0.6157,0.5285,0.4937,,upper_dominant,0.688,0.5753,rectangle
char_05859,female,40,normal,0.2656,0.2874,0.282,0.6966,0.4156,0.3966,0.4785,0.398,0.5555,0.6706,,balanced,0.7437,0.762,pear
char_05860,female,28,overweight,0.4275,0.2788,0.3255,0.3786,0.3649,0.3352,0.3792,0.4718,0.4048,0.6352,,balanced,0.7383,0.6583,pear
char_05861,female,38,overweight,0.3665,0.2435,0.2422,0.3082,0.3918,0.3151,0.3189,0.2883,0.5883,0.4464,,balanced,0.5265,0.3263,rectangle
char_05862,female,35,underweight,0.1112,0.1056,0.2435,0.5958,0.6465,0.4361,0.5582,0.4159,0.5323,0.7159,,balanced,0.3154,0.307,rectangle
char_05863,female,34,overweight,0.3662,0.216,0.3529,0.303,0.4945,0.5503,0.603,0.5856,0.4479,0.539,,balanced,0.6935,0.2863,pear
char_05864,female,37,overweight,0.5159,0.33,0.3248,0.3595,0.6595,0.4983,0.5607,0.6025,0.45,0.4777,,balanced,0.4411,0.2922,apple
char_05865,female,31,athletic_lean,0.1199,0.6106,0.2688,0.6676,0.5912,0.7182,0.7622,0.7273,0.534,0.4622,,upper_dominant,0.4732,0.7254,rectangle
char_05866,female,28,normal,0.2654,0.2562,0.2382,0.2723,0.275,0.5723,0.5513,0.369,0.494,0.543,,balanced,0.6953,0.617,pear
char_05867,female,29,obese,0.7632,0.196,0.2924,0.3517,0.3275,0.6092,0.4814,0.3414,0.5725,0.6275,,balanced,0.3667,0.4737,apple
char_05868,female,33,normal,0.2113,0.1989,0.2733,0.5633,0.3554,0.4056,0.3304,0.6304,0.5855,0.5049,,balanced,0.5408,0.6701,rectangle
char_05869,female,33,athletic_lean,0.1104,0.4593,0.3239,0.4799,0.5043,0.6039,0.4287,0.4098,0.7098,0.4746,,balanced,0.6935,0.826,pear
char_05870,female,23,overweight,0.391,0.1809,0.3737,0.4923,0.5506,0.633,0.63,0.4265,0.6032,0.333,,balanced,0.4179,0.6098,rectangle
char_05871,female,25,normal,0.1739,0.2607,0.2503,0.6582,0.3743,0.6743,0.6635,0.6086,0.6684,0.6371,,balanced,0.4489,0.5466,rectangle
char_05872,female,28,normal,0.187,0.2387,0.2931,0.5002,0.4021,0.5353,0.5055,0.6707,0.7021,0.7009,,balanced,0.6911,0.7465,pear
char_05873,female,38,underweight,0.0299,0.1581,0.3585,0.7683,0.6141,0.5166,0.5569,0.5874,0.8166,0.809,,balanced,0.425,0.3554,rectangle
char_05874,female,19,normal,0.219,0.1023,0.2974,0.2443,0.3362,0.213,0.2943,0.4015,0.1015,0.1396,,balanced,0.2405,0.6011,rectangle
char_05875,female,16,obese,0.7985,0.2527,0.341,0.3977,0.6977,0.5788,0.6516,0.4636,0.6182,0.4443,,balanced,0.4625,0.7513,apple
char_05876,female,25,athletic_hyper,0.1064,0.8643,0.2869,0.5764,0.4614,0.2764,0.2815,0.3994,0.5193,0.311,,lower_dominant,0.5007,0.3476,rectangle
char_05877,female,29,overweight,0.4535,0.2087,0.4306,0.694,0.5501,0.4084,0.6962,0.7084,0.5773,0.421,,balanced,0.3923,0.537,rectangle
char_05878,female,23,obese,0.8157,0.2267,0.2853,0.8133,0.5757,0.598,0.6453,0.7668,0.8757,0.8007,,balanced,0.3688,0.8149,apple
char_05879,female,29,normal,0.2813,0.2439,0.2008,0.411,0.5411,0.4075,0.5162,0.499,0.3055,0.2411,,balanced,0.6345,0.4816,pear
