char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern
char_05804,female,26,overweight,0.4393,0.1711,0.3181,0.4825,0.4677,0.7169,0.4382,0.4169,0.6821,0.6185,,balanced
char_05805,female,27,athletic_hyper,0.0891,0.7961,0.2768,0.4751,0.5555,0.6611,0.4114,0.6182,0.7114,0.4325,,lower_dominant
char_05806,female,20,athletic_hyper,0.1189,0.9596,0.2915,0.6243,0.3546,0.6482,0.4791,0.4615,0.4546,0.3482,,balanced
char_05807,female,22,normal,0.2195,0.1633,0.3138,0.317,0.364,0.5343,0.2615,0.5252,0.5615,0.4736,,balanced
char_05808,female,33,normal,0.2839,0.2316,0.2194,0.3543,0.4071,0.2321,0.1124,0.2685,0.1904,0.2532,,balanced
char_05809,female,20,athletic_hyper,0.0826,0.7828,0.2375,0.4529,0.4507,0.6476,0.654,0.6912,0.3912,0.4597,,upper_dominant
char_05810,female,14,overweight,0.491,0.2874,0.2245,0.8,0.8,0.7538,0.7312,0.7498,0.7991,0.8,,balanced
char_05811,female,37,athletic_lean,0.1254,0.6043,0.2706,0.6615,0.6405,0.3624,0.5654,0.6624,0.3757,0.4553,,upper_dominant
char_05812,female,21,athletic_lean,0.0962,0.4629,0.2184,0.6783,0.5444,0.4182,0.7182,0.493,0.6567,0.4819,,lower_dominant
char_05813,female,14,normal,0.2946,0.195,0.3549,0.3082,0.3798,0.2921,0.5668,0.3174,0.5921,0.5831,,balanced
char_05814,female,36,normal,0.2691,0.2113,0.4289,0.4616,0.3625,0.6334,0.3334,0.6293,0.55,0.342,,balanced
char_05815,female,26,overweight,0.4657,0.2393,0.2781,0.4252,0.5282,0.5765,0.5831,0.695,0.395,0.5726,,balanced
char_05816,female,19,overweight,0.5348,0.3331,0.2578,0.4662,0.4518,0.6378,0.4955,0.5094,0.3378,0.3469,,balanced
char_05817,female,15,normal,0.2829,0.1794,0.4283,0.4867,0.568,0.6189,0.6445,0.4824,0.3445,0.6058,,balanced
char_05818,female,28,normal,0.3097,0.1616,0.3025,0.7103,0.5769,0.4103,0.4172,0.445,0.4623,0.4531,,balanced
char_05819,female,26,overweight,0.4526,0.2983,0.328,0.3945,0.5382,0.4326,0.2382,0.3348,0.4006,0.507,,balanced
char_05820,female,39,athletic_lean,0.1074,0.6026,0.3467,0.3981,0.4705,0.2908,0.4914,0.5223,0.5908,0.3854,,push_dominant
char_05821,female,31,obese,0.8016,0.2329,0.3383,0.5587,0.6963,0.569,0.7139,0.5246,0.5598,0.4139,,balanced
char_05822,female,14,overweight,0.5129,0.2388,0.3473,0.4529,0.4277,0.6281,0.7277,0.4885,0.4714,0.4604,,balanced
char_05823,female,26,normal,0.2297,0.2129,0.3355,0.6976,0.4408,0.5172,0.7408,0.6227,0.6288,0.7243,,balanced
char_05824,female,15,normal,0.2136,0.1301,0.2169,0.5393,0.4501,0.4546,0.4606,0.4757,0.3576,0.6576,,balanced
char_05825,female,26,normal,0.2806,0.176,0.2391,0.3956,0.3098,0.6015,0.57,0.3785,0.3153,0.6098,,balanced
char_05826,female,29,overweight,0.5105,0.2047,0.2428,0.3999,0.5406,0.4877,0.6999,0.4375,0.6643,0.4166,,balanced
char_05827,female,19,overweight,0.5753,0.2766,0.2207,0.5197,0.258,0.4236,0.304,0.4604,0.558,0.4044,,balanced
char_05828,female,28,underweight,0.1258,0.075,0.3405,0.6689,0.7081,0.5184,0.4081,0.4119,0.662,0.4733,,balanced
char_05829,female,15,overweight,0.5464,0.2733,0.3389,0.5735,0.5682,0.4138,0.2735,0.3024,0.3791,0.3589,,balanced
char_05830,female,39,normal,0.259,0.2518,0.2833,0.3723,0.4202,0.5505,0.2762,0.5347,0.5762,0.3698,,balanced
char_05831,female,32,overweight,0.5259,0.2897,0.3372,0.4782,0.592,0.5445,0.3476,0.5255,0.6153,0.6476,,balanced
char_05832,female,19,underweight,0.0543,0.0887,0.3667,0.4884,0.5562,0.7884,0.5,0.7614,0.6712,0.6348,,balanced
char_05833,female,25,athletic_lean,0.1306,0.5806,0.2887,0.4828,0.441,0.7303,0.4759,0.6046,0.5833,0.741,,balanced
char_05834,female,36,obese,0.9913,0.3296,0.3085,0.4932,0.7552,0.5162,0.4845,0.5012,0.6802,0.7845,,balanced
char_05835,female,34,underweight,0.1036,0.0916,0.2596,0.3302,0.6302,0.5586,0.6235,0.4497,0.6256,0.411,,balanced
char_05836,female,37,athletic_lean,0.1165,0.5391,0.3987,0.3659,0.4402,0.3041,0.4462,0.4295,0.5772,0.2772,,balanced
char_05837,female,30,obese,0.6456,0.2677,0.2719,0.3612,0.5756,0.3278,0.6248,0.3972,0.6278,0.4194,,balanced
char_05838,female,33,overweight,0.4885,0.305,0.323,0.4175,0.4861,0.4377,0.5276,0.7175,0.4788,0.4424,,balanced
char_05839,female,20,underweight,0.1431,0.0184,0.3232,0.5032,0.6369,0.7725,0.742,0.6227,0.4725,0.7166,,balanced
char_05840,female,29,underweight,0.093,0.0304,0.2805,0.4054,0.6008,0.7054,0.649,0.475,0.5306,0.6821,,balanced
char_05841,female,25,obese,0.7578,0.2927,0.3259,0.5396,0.4702,0.5458,0.3586,0.3722,0.2458,0.4211,,balanced
char_05842,female,29,normal,0.3171,0.1895,0.448,0.5156,0.5395,0.2853,0.5853,0.4958,0.4931,0.3913,,balanced
char_05843,female,16,underweight,0.0378,0.107,0.2473,0.5079,0.3621,0.6477,0.4117,0.6621,0.5958,0.4085,,balanced
char_05844,female,19,normal,0.2274,0.2511,0.3281,0.4016,0.6317,0.4405,0.7016,0.7003,0.4839,0.5549,,balanced
char_05845,female,32,overweight,0.459,0.1783,0.2343,0.276,0.3499,0.4514,0.4205,0.5306,0.576,0.4887,,balanced
char_05846,female,18,normal,0.2702,0.2229,0.3259,0.4162,0.5911,0.7105,0.4927,0.4117,0.7117,0.6691,,balanced
char_05847,female,17,normal,0.2555,0.1717,0.3166,0.4604,0.6122,0.6436,0.426,0.3436,0.6011,0.594,,balanced
char_05848,female,37,normal,0.3039,0.1703,0.2849,0.6361,0.5589,0.4351,0.3569,0.3976,0.3361,0.6324,,balanced
char_05849,female,29,overweight,0.5142,0.2811,0.3198,0.4935,0.3942,0.6942,0.5605,0.6644,0.5901,0.5231,,balanced
char_05850,female,21,underweight,0.079,0.1606,0.2677,0.7545,0.5586,0.4572,0.6633,0.5798,0.7042,0.4545,,balanced
char_05851,female,28,athletic_lean,0.1374,0.6201,0.2969,0.487,0.542,0.6606,0.4754,0.7078,0.5939,0.4078,,balanced
char_05852,female,19,normal,0.3278,0.2632,0.2917,0.4441,0.6283,0.3283,0.5882,0.438,0.484,0.3585,,balanced
char_05853,female,37,athletic_lean,0.0567,0.5375,0.2824,0.3793,0.5446,0.3603,0.4399,0.4562,0.2992,0.5992,,upper_dominant
char_05854,female,36,obese,0.7782,0.3167,0.2915,0.3875,0.599,0.5979,0.3163,0.3707,0.3423,0.299,,balanced
char_05855,female,19,overweight,0.5668,0.1573,0.3283,0.6555,0.4983,0.6821,0.3821,0.5018,0.5872,0.4102,,balanced
char_05856,female,14,overweight,0.438,0.3218,0.2744,0.3502,0.4842,0.3544,0.1842,0.4349,0.2904,0.481,,balanced
char_05857,female,37,overweight,0.4566,0.2202,0.2971,0.5284,0.6956,0.6751,0.3956,0.6417,0.4875,0.4007,,balanced
char_05858,female,24,athletic_hyper,0.1113,0.7587,0.288,0.2098,0.2295,0.2984,0.3146,0.443,0.5098,0.4056,,upper_dominant
char_05859,female,40,normal,0.2844,0.1943,0.2072,0.4943,0.4785,0.2712,0.4038,0.5712,0.4499,0.4128,,balanced
char_05860,female,28,overweight,0.4447,0.2201,0.4135,0.5368,0.3491,0.4041,0.3348,0.6348,0.5029,0.5645,,balanced
char_05861,female,38,overweight,0.5031,0.3171,0.3193,0.4528,0.7287,0.4287,0.5625,0.452,0.463,0.4333,,balanced
char_05862,female,35,underweight,0.0342,0.1203,0.3379,0.7262,0.5678,0.5,0.5695,0.4262,0.6971,0.682,,balanced
char_05863,female,34,overweight,0.4203,0.1681,0.3944,0.5031,0.6104,0.46,0.6965,0.3965,0.4894,0.477,,balanced
char_05864,female,37,overweight,0.5786,0.3445,0.2151,0.4888,0.7096,0.5815,0.625,0.5023,0.4096,0.6462,,balanced
char_05865,female,31,athletic_lean,0.1172,0.4932,0.269,0.5899,0.6518,0.8444,0.7655,0.6946,0.7374,0.5444,,upper_dominant
char_05866,female,28,normal,0.3167,0.1714,0.2825,0.3202,0.3545,0.3104,0.2654,0.4516,0.5071,0.2071,,balanced
char_05867,female,29,obese,0.7827,0.2285,0.2725,0.3753,0.6367,0.3367,0.476,0.4072,0.5157,0.4822,,balanced
char_05868,female,33,normal,0.2435,0.152,0.3971,0.5673,0.4455,0.4498,0.5682,0.6864,0.7209,0.4209,,balanced
char_05869,female,33,athletic_lean,0.1124,0.5577,0.33,0.4701,0.4256,0.6104,0.5534,0.437,0.4749,0.7256,,balanced
char_05870,female,23,overweight,0.4872,0.1706,0.2701,0.3261,0.4977,0.6261,0.3462,0.3479,0.3654,0.4897,,balanced
char_05871,female,25,normal,0.2266,0.2085,0.3332,0.4055,0.6713,0.5044,0.5814,0.6136,0.3713,0.5591,,balanced
char_05872,female,28,normal,0.2836,0.1448,0.3134,0.7372,0.6829,0.7752,0.801,0.8918,0.7893,0.7612,,balanced
char_05873,female,38,underweight,0.1162,0.1111,0.3265,0.5085,0.399,0.3417,0.5696,0.3743,0.2696,0.3884,,balanced
char_05874,female,19,normal,0.2467,0.229,0.3262,0.5887,0.6902,0.4773,0.7083,0.731,0.5893,0.431,,balanced
char_05875,female,16,obese,0.8154,0.2799,0.2926,0.5227,0.3525,0.5992,0.5724,0.6462,0.4798,0.3462,,balanced
char_05876,female,25,athletic_hyper,0.1116,0.9079,0.2875,0.4145,0.3146,0.5739,0.6146,0.5033,0.5502,0.5547,,lower_dominant
char_05877,female,29,overweight,0.4871,0.222,0.3054,0.4566,0.507,0.4856,0.2934,0.207,0.411,0.219,,balanced
char_05878,female,23,obese,0.9449,0.3158,0.2745,0.3327,0.4475,0.6239,0.4902,0.4276,0.6327,0.3625,,balanced
char_05879,female,29,normal,0.1847,0.1551,0.2432,0.4727,0.6366,0.6302,0.5559,0.355,0.5439,0.3366,,balanced
char_05880,female,26,athletic_lean,0.0915,0.5557,0.2723,0.5318,0.7606,0.7911,0.8318,0.6937,0.6203,0.698,,balanced
char_05881,female,27,athletic_lean,0.1081,0.4277,0.4016,0.6459,0.3988,0.4118,0.6988,0.4123,0.4259,0.6856,,pull_dominant
char_05882,female,30,normal,0.2672,0.1567,0.3698,0.3844,0.481,0.4748,0.4755,0.5697,0.6523,0.3523,,balanced
char_05883,female,35,normal,0.1983,0.1231,0.2121,0.3593,0.5426,0.6593,0.4763,0.4009,0.6251,0.613,,balanced
char_05884,female,33,athletic_hyper,0.0938,0.9672,0.2244,0.3539,0.6192,0.6539,0.6202,0.5561,0.3878,0.3779,,balanced
char_05885,female,37,normal,0.1884,0.2311,0.2585,0.4426,0.4686,0.6465,0.3711,0.3465,0.5925,0.5375,,balanced
char_05886,female,38,normal,0.2707,0.1685,0.3203,0.5142,0.4232,0.3367,0.4895,0.2615,0.296,0.5615,,balanced
char_05887,female,17,overweight,0.5876,0.2911,0.2317,0.3676,0.4316,0.4563,0.5294,0.4002,0.6676,0.4297,,balanced
char_05888,female,38,athletic_lean,0.0787,0.5726,0.293,0.239,0.4767,0.5282,0.3706,0.2816,0.539,0.4662,,balanced
char_05889,female,37,overweight,0.5125,0.289,0.2623,0.7078,0.7225,0.666,0.4225,0.5275,0.5997,0.4658,,balanced
char_05890,female,36,obese,0.7728,0.3015,0.3551,0.4929,0.6492,0.3613,0.3492,0.5751,0.5312,0.6318,,balanced
char_05891,female,34,overweight,0.3974,0.2174,0.2544,0.6735,0.8005,0.6572,0.5243,0.7914,0.5005,0.7432,,balanced
char_05892,female,23,athletic_lean,0.0934,0.6388,0.2578,0.3228,0.4782,0.6103,0.6228,0.539,0.5944,0.4465,,upper_dominant
char_05893,female,21,normal,0.2267,0.2441,0.3137,0.5379,0.4803,0.3502,0.4804,0.2379,0.2907,0.437,,balanced
char_05894,female,36,normal,0.2113,0.2758,0.3698,0.7048,0.8146,0.5486,0.7848,0.5146,0.7308,0.7778,,balanced
char_05895,female,18,overweight,0.4051,0.2678,0.3432,0.5849,0.4647,0.312,0.4675,0.547,0.2849,0.4042,,balanced
char_05896,female,22,obese,0.9097,0.2666,0.3507,0.4319,0.3736,0.2797,0.3686,0.2175,0.2035,0.5035,,balanced
char_05897,female,24,normal,0.2273,0.1708,0.2397,0.3431,0.3354,0.6354,0.5355,0.6286,0.3369,0.3459,,balanced
char_05898,female,32,obese,0.8498,0.184,0.2834,0.6941,0.4993,0.4731,0.7348,0.747,0.447,0.5681,,balanced
char_05899,female,28,athletic_lean,0.1395,0.5557,0.2929,0.408,0.5748,0.3963,0.3811,0.6437,0.647,0.347,,balanced
char_05900,female,19,normal,0.3236,0.1916,0.3859,0.4474,0.3489,0.6489,0.4185,0.4699,0.4538,0.5338,,balanced
char_05901,female,24,normal,0.2397,0.2276,0.4167,0.4782,0.5348,0.2348,0.4641,0.3797,0.3365,0.4585,,balanced
char_05902,female,39,overweight,0.4136,0.2237,0.2487,0.7067,0.5624,0.7116,0.6045,0.4116,0.5209,0.6591,,balanced
char_05903,female,27,obese,0.8978,0.2986,0.3418,0.3832,0.5886,0.6608,0.5017,0.3608,0.5968,0.6066,,balanced
char_05904,female,30,obese,0.7786,0.2204,0.2859,0.4652,0.4812,0.3089,0.3086,0.4906,0.1906,0.4618,,balanced
char_05905,female,21,underweight,0.0536,0.1055,0.3286,0.6643,0.5445,0.5349,0.4133,0.6157,0.3643,0.3964,,balanced
char_05906,female,38,underweight,0.1412,0.0496,0.3015,0.4878,0.4513,0.551,0.3809,0.5203,0.4186,0.251,,balanced
char_05907,female,31,underweight,0.0334,0.1015,0.3216,0.6622,0.6198,0.3622,0.4752,0.5686,0.3843,0.3969,,balanced
char_05908,female,19,underweight,0.084,0.0889,0.2296,0.4718,0.4539,0.4577,0.7245,0.7539,0.6946,0.5036,,balanced
char_05909,female,20,obese,0.8119,0.1854,0.2233,0.4065,0.4096,0.6159,0.7065,0.4286,0.6554,0.665,,balanced
char_05910,female,18,normal,0.2038,0.2015,0.2911,0.4895,0.4383,0.3889,0.6889,0.5299,0.5615,0.5041,,balanced
char_05911,female,21,athletic_lean,0.0779,0.5657,0.3415,0.555,0.3628,0.4313,0.5728,0.4523,0.6628,0.6461,,push_dominant
char_05912,female,33,overweight,0.5663,0.2415,0.2583,0.4707,0.4628,0.472,0.2864,0.5864,0.2889,0.4045,,balanced
char_05913,female,37,athletic_hyper,0.0648,0.6953,0.275,0.5605,0.3862,0.5759,0.6862,0.5874,0.457,0.5003,,balanced
char_05914,female,39,athletic_lean,0.1251,0.5624,0.2725,0.5886,0.6209,0.6328,0.5801,0.48,0.3328,0.4443,,push_dominant
char_05915,female,26,athletic_hyper,0.0873,0.883,0.2549,0.5338,0.3709,0.4861,0.594,0.6709,0.3888,0.3916,,pull_dominant
char_05916,female,38,athletic_lean,0.0993,0.4457,0.2326,0.4077,0.6249,0.3588,0.5416,0.6588,0.5454,0.4761,,lower_dominant
char_05917,female,30,underweight,0.0535,0.1324,0.3111,0.656,0.5234,0.5807,0.4068,0.7068,0.5735,0.5266,,balanced
char_05918,female,16,obese,0.7936,0.2998,0.2941,0.3764,0.632,0.6508,0.4318,0.3508,0.5227,0.5501,,balanced
char_05919,female,39,overweight,0.435,0.2696,0.2792,0.6123,0.6064,0.4451,0.5277,0.7329,0.6095,0.7451,,balanced
char_05920,female,38,underweight,0.0828,0.0239,0.2523,0.5424,0.6811,0.7993,0.541,0.4993,0.604,0.5712,,balanced
char_05921,female,29,underweight,0.0733,0.0701,0.2791,0.5169,0.4759,0.6878,0.4937,0.3878,0.5142,0.5879,,balanced
char_05922,female,28,overweight,0.4267,0.2077,0.3342,0.5659,0.4063,0.4928,0.6244,0.5339,0.7063,0.4832,,balanced
char_05923,female,14,normal,0.1839,0.1512,0.2172,0.5185,0.309,0.5589,0.609,0.4324,0.4388,0.5231,,balanced
char_05924,female,21,normal,0.2618,0.1717,0.2751,0.3326,0.6326,0.4653,0.4635,0.5746,0.343,0.5493,,balanced
char_05925,female,16,overweight,0.4939,0.1822,0.3341,0.6342,0.6086,0.6734,0.6416,0.4872,0.4346,0.7346,,balanced
char_05926,female,31,normal,0.2904,0.1588,0.2724,0.5692,0.453,0.4487,0.7487,0.5433,0.4687,0.5002,,balanced
char_05927,female,34,normal,0.2111,0.2718,0.2958,0.4614,0.6849,0.5505,0.4061,0.3849,0.5931,0.6361,,balanced
char_05928,female,24,overweight,0.4919,0.271,0.2896,0.4605,0.4879,0.7482,0.5959,0.507,0.4482,0.6072,,balanced
char_05929,female,21,athletic_lean,0.1341,0.5249,0.2953,0.8734,0.7941,0.6773,0.5734,0.649,0.6277,0.7659,,lower_dominant
char_05930,female,34,overweight,0.4795,0.1917,0.2868,0.4176,0.6463,0.3504,0.478,0.3507,0.3463,0.5556,,balanced
char_05931,female,29,obese,0.7433,0.235,0.3087,0.707,0.7631,0.7325,0.6937,0.5724,0.5283,0.8283,,balanced
char_05932,female,30,normal,0.285,0.2218,0.3514,0.3609,0.431,0.6609,0.6398,0.3721,0.4482,0.4164,,balanced
char_05933,female,17,normal,0.2048,0.151,0.3311,0.4557,0.1557,0.1806,0.3846,0.3458,0.3096,0.4119,,balanced
char_05934,female,21,overweight,0.5045,0.269,0.2633,0.5967,0.5332,0.7149,0.495,0.4491,0.4149,0.4384,,balanced
char_05935,female,36,overweight,0.4111,0.2278,0.2462,0.4185,0.2387,0.4877,0.3212,0.2966,0.5284,0.5387,,balanced
char_05936,female,27,athletic_lean,0.072,0.4215,0.2214,0.3351,0.3889,0.6012,0.3654,0.3012,0.3425,0.341,,balanced
char_05937,female,27,overweight,0.381,0.189,0.3131,0.4592,0.286,0.4358,0.2835,0.5421,0.2828,0.2421,,balanced
char_05938,female,14,normal,0.2736,0.1936,0.2588,0.4844,0.7384,0.496,0.5998,0.6497,0.4384,0.6904,,balanced
char_05939,female,15,normal,0.2395,0.1892,0.3499,0.6164,0.4983,0.7967,0.6659,0.7417,0.5442,0.4967,,balanced
char_05940,female,24,obese,0.7119,0.2241,0.3279,0.4781,0.5872,0.3668,0.4995,0.3544,0.6544,0.4893,,balanced
char_05941,female,25,normal,0.2922,0.2619,0.3942,0.8044,0.8781,0.5781,0.8643,0.6536,0.6887,0.7641,,balanced
char_05942,female,14,overweight,0.4047,0.2468,0.3089,0.1883,0.4883,0.2265,0.4253,0.432,0.3194,0.4875,,balanced
char_05943,female,21,normal,0.3274,0.1935,0.341,0.3413,0.5758,0.3288,0.2758,0.5269,0.2817,0.5726,,balanced
char_05944,female,34,athletic_hyper,0.0871,0.6666,0.2823,0.4456,0.5898,0.4329,0.3728,0.6728,0.4703,0.5535,,pull_dominant
char_05945,female,28,normal,0.2885,0.2357,0.2315,0.5018,0.2833,0.3743,0.4101,0.5833,0.3441,0.4234,,balanced
char_05946,female,28,overweight,0.458,0.1691,0.4043,0.454,0.6465,0.5041,0.635,0.4307,0.3465,0.3599,,balanced
char_05947,female,26,athletic_lean,0.1047,0.5825,0.3519,0.3879,0.627,0.652,0.6041,0.3758,0.6758,0.5549,,balanced
char_05948,female,14,overweight,0.5083,0.2434,0.469,0.3974,0.6239,0.5402,0.5833,0.4148,0.6974,0.47,,balanced
char_05949,female,19,athletic_lean,0.1348,0.5741,0.2699,0.6297,0.4242,0.381,0.4156,0.4404,0.681,0.4467,,pull_dominant
char_05950,female,16,obese,0.9418,0.2673,0.2401,0.4816,0.3591,0.3962,0.6591,0.4663,0.4126,0.465,,balanced
char_05951,female,22,athletic_hyper,0.1195,0.852,0.3478,0.3998,0.6491,0.4843,0.6476,0.3632,0.6632,0.6208,,upper_dominant
char_05952,female,35,normal,0.2218,0.2403,0.3752,0.7024,0.6998,0.5738,0.6177,0.532,0.6572,0.4024,,balanced
char_05953,female,34,normal,0.2553,0.1937,0.2684,0.5743,0.6242,0.6211,0.5548,0.4845,0.3242,0.5116,,balanced
char_05954,female,15,overweight,0.4846,0.2619,0.3544,0.3078,0.5682,0.4261,0.4082,0.4699,0.4342,0.2682,,balanced
char_05955,female,38,overweight,0.4485,0.2258,0.4111,0.4436,0.4311,0.4265,0.427,0.47,0.2321,0.17,,balanced
char_05956,female,25,underweight,0.0803,0.1298,0.3161,0.5143,0.325,0.5509,0.5579,0.5092,0.2588,0.2579,,balanced
char_05957,female,14,athletic_lean,0.0789,0.4,0.264,0.6891,0.6806,0.6689,0.554,0.7252,0.731,0.431,,balanced
char_05958,female,22,obese,0.8637,0.3149,0.3017,0.348,0.648,0.4906,0.6164,0.4897,0.4255,0.5462,,balanced
char_05959,female,39,overweight,0.4335,0.1806,0.3511,0.629,0.4241,0.329,0.3404,0.4955,0.342,0.6268,,balanced
char_05960,female,20,athletic_hyper,0.1078,0.7183,0.374,0.7601,0.5354,0.533,0.6319,0.6299,0.6558,0.4601,,pull_dominant
char_05961,female,33,overweight,0.4475,0.3116,0.344,0.6153,0.4131,0.5649,0.7131,0.5505,0.5059,0.6235,,balanced
char_05962,female,36,overweight,0.4664,0.1901,0.2412,0.5403,0.3543,0.3761,0.2403,0.3568,0.4589,0.4212,,balanced
char_05963,female,20,athletic_lean,0.0959,0.52,0.2992,0.5714,0.4426,0.6889,0.4733,0.7426,0.5476,0.527,,upper_dominant
char_05964,female,27,overweight,0.3724,0.178,0.267,0.293,0.344,0.486,0.593,0.5335,0.444,0.5691,,balanced
char_05965,female,37,obese,0.8867,0.1793,0.3409,0.6457,0.5401,0.4201,0.6809,0.5774,0.3809,0.6103,,balanced
char_05966,female,19,athletic_hyper,0.0792,0.7371,0.328,0.4279,0.3178,0.6016,0.5508,0.4344,0.6178,0.3211,,upper_dominant
char_05967,female,26,obese,0.6857,0.3067,0.3081,0.4985,0.722,0.7985,0.798,0.7813,0.7319,0.6943,,balanced
char_05968,female,21,athletic_lean,0.1088,0.4132,0.322,0.2794,0.525,0.2909,0.297,0.5622,0.5428,0.2622,,upper_dominant
char_05969,female,39,normal,0.2089,0.1956,0.2892,0.3579,0.3784,0.6398,0.5666,0.6061,0.6579,0.4645,,balanced
char_05970,female,21,athletic_hyper,0.0793,0.7501,0.2679,0.5313,0.5292,0.3612,0.5078,0.6612,0.3945,0.6361,,balanced
char_05971,female,35,athletic_hyper,0.0806,0.6909,0.3286,0.5229,0.6764,0.7049,0.4388,0.6742,0.4049,0.5696,,upper_dominant
char_05972,female,37,normal,0.319,0.1408,0.2848,0.6243,0.4286,0.3607,0.6222,0.3548,0.3332,0.3243,,balanced
char_05973,female,39,overweight,0.4753,0.2,0.3575,0.7324,0.752,0.5823,0.5383,0.7015,0.452,0.5305,,balanced
char_05974,female,22,athletic_lean,0.1306,0.6007,0.2328,0.373,0.3344,0.6344,0.5669,0.4059,0.3725,0.566,,upper_dominant
char_05975,female,14,athletic_lean,0.0784,0.4,0.2693,0.4985,0.6235,0.4879,0.3235,0.5913,0.4335,0.5356,,upper_dominant
char_05976,female,31,athletic_lean,0.1049,0.4875,0.3884,0.5553,0.3795,0.6795,0.507,0.6357,0.5237,0.6693,,upper_dominant
char_05977,female,39,underweight,0.0618,0.0108,0.2557,0.2363,0.5196,0.4577,0.4039,0.2454,0.5363,0.2437,,balanced
char_05978,female,22,athletic_lean,0.0959,0.4501,0.2963,0.6223,0.6708,0.5399,0.4264,0.7085,0.7264,0.5808,,balanced
char_05979,female,22,athletic_hyper,0.1143,0.7775,0.2979,0.4838,0.4997,0.681,0.381,0.4343,0.6256,0.6747,,upper_dominant
char_05980,female,22,underweight,0.0761,0.0638,0.3692,0.3013,0.5634,0.3156,0.4153,0.275,0.2634,0.3609,,balanced
char_05981,female,35,normal,0.2844,0.1837,0.2672,0.4126,0.5539,0.6375,0.4597,0.6324,0.428,0.3375,,balanced
char_05982,female,23,overweight,0.4407,0.2854,0.251,0.6091,0.3438,0.6438,0.3465,0.5274,0.3603,0.4999,,balanced
char_05983,female,33,normal,0.2414,0.1492,0.2653,0.2798,0.5371,0.3398,0.4131,0.4798,0.2371,0.4409,,balanced
char_05984,female,36,athletic_hyper,0.1416,0.7505,0.3442,0.6693,0.3879,0.5906,0.5173,0.4095,0.3693,0.5727,,balanced
char_05985,female,24,athletic_hyper,0.0728,0.8556,0.3762,0.6789,0.6409,0.474,0.7068,0.48,0.6952,0.4068,,pull_dominant
char_05986,female,37,normal,0.216,0.2125,0.3284,0.6521,0.6381,0.4114,0.7114,0.6132,0.7114,0.5589,,balanced
char_05987,female,25,athletic_lean,0.1132,0.6195,0.2656,0.3602,0.5761,0.4443,0.6176,0.603,0.3176,0.5897,,upper_dominant
char_05988,female,36,athletic_lean,0.1141,0.6046,0.2257,0.4153,0.7153,0.5992,0.5823,0.5337,0.4967,0.4657,,balanced
char_05989,female,17,athletic_lean,0.0895,0.6168,0.29,0.5388,0.6072,0.3867,0.4431,0.4747,0.3072,0.41,,pull_dominant
char_05990,female,28,normal,0.2161,0.2762,0.3801,0.379,0.4308,0.6217,0.4887,0.6285,0.3285,0.5275,,balanced
char_05991,female,26,obese,0.936,0.2446,0.2701,0.6777,0.5596,0.3856,0.5793,0.3777,0.608,0.5469,,balanced
char_05992,female,29,normal,0.2595,0.1025,0.2574,0.4629,0.5886,0.3576,0.6096,0.3887,0.3368,0.3096,,balanced
char_05993,female,35,athletic_lean,0.0823,0.6203,0.3391,0.44,0.4731,0.3447,0.307,0.603,0.4489,0.607,,upper_dominant
char_05994,female,38,normal,0.2141,0.1901,0.2863,0.6309,0.4697,0.3701,0.5817,0.4825,0.5756,0.3309,,balanced
char_05995,female,34,underweight,0.1259,0.139,0.2629,0.6771,0.7071,0.6325,0.4071,0.6687,0.5802,0.5389,,balanced
char_05996,female,36,obese,0.9236,0.1868,0.3234,0.3934,0.4069,0.4309,0.4622,0.3929,0.4757,0.6929,,balanced
char_05997,female,22,normal,0.2883,0.2323,0.2278,0.4681,0.3579,0.4398,0.3797,0.6579,0.4923,0.364,,balanced
char_05998,female,26,normal,0.2627,0.2866,0.347,0.2912,0.5477,0.5479,0.557,0.3561,0.3064,0.5912,,balanced
char_05999,female,34,obese,0.7836,0.2513,0.2274,0.589,0.3229,0.4397,0.3079,0.5618,0.589,0.289,,balanced
char_06000,female,30,athletic_lean,0.1019,0.5154,0.2717,0.4313,0.6606,0.3606,0.3897,0.6557,0.5536,0.5158,,balanced
char_06001,female,33,normal,0.3052,0.2544,0.369,0.4604,0.5669,0.6481,0.5425,0.3481,0.4596,0.5746,,balanced
char_06002,female,38,underweight,0.0665,0.0477,0.2742,0.5251,0.6614,0.5421,0.498,0.5475,0.7146,0.4146,,balanced
char_06003,female,36,obese,0.6617,0.2077,0.3524,0.2423,0.2528,0.4219,0.5423,0.2995,0.5186,0.2818,,balanced
char_06004,female,26,overweight,0.424,0.2856,0.3729,0.4023,0.6247,0.6319,0.4604,0.4303,0.3753,0.6753,,balanced
char_06005,female,17,obese,0.7464,0.2313,0.3543,0.7088,0.42,0.534,0.6994,0.4088,0.444,0.5756,,balanced
